ID_ESTADO,D_DISTRITO,SECCION,ID_CASILLA,TIPO_CASILLA,EXT_CONTIGUA,TIPO_CANDIDATURA,CASILLA,ESTATUS_ACTA,ORDEN,LISTA_NOMINAL_CASILLA,ID_GRUPO,TIPO_RECUENTO,NUM_VOTOS_NULOS,NUM_VOTOS_CAN_NREG,NUMERO_VOTOS_VALIDOS,TOTAL_VOTOS,BOLETAS_INUTILIZADAS,PAN,PRI,PRD,PVEM,PT,MC,PANAL,PRI_PVEM,PRD_PT_MC,PRD_PT,PRD_MC,PT_MC,ID_MUNICIPIO,LISTA_NOMINAL,VOTOS_RESERVADOS,pan,pri,prd
9,9,5340,1,C,0,1,1,1,316,553,NA,NA,5,0,327,332,NA,47,77,89,2,9,9,8,34,43,7,0,2,17,539,NA,47,113,159
26,5,569,3,C,0,1,1,1,267,716,NA,NA,9,0,308,317,NA,132,74,35,4,15,1,3,29,11,4,0,0,49,702,NA,132,107,66
25,5,923,1,B,0,1,1,1,266,332,NA,NA,6,0,215,221,NA,42,76,36,0,4,5,2,25,18,4,2,1,6,318,NA,42,101,70
30,10,2004,1,B,0,1,1,5,365,734,1,2,7,0,520,527,205,103,96,197,5,7,14,10,26,55,5,2,0,89,720,NA,103,127,280
9,12,4533,1,C,0,1,1,5,22,420,2,2,2,0,288,290,131,85,53,81,1,18,9,2,12,21,3,1,2,15,406,NA,85,66,135
8,3,1745,1,C,0,1,1,6,310,739,4,2,10,0,386,396,NA,89,103,81,10,10,13,15,32,28,4,1,0,37,725,1,89,145,137
19,1,404,2,C,0,1,1,1,130,586,NA,NA,4,0,418,422,NA,306,57,31,0,7,1,0,11,3,2,0,0,19,572,NA,306,68,44
11,12,462,1,B,0,1,1,5,296,501,2,2,8,0,245,253,248,94,63,27,3,4,7,12,25,10,0,0,0,7,487,NA,94,91,48
26,6,874,1,B,0,1,1,5,218,649,1,2,1,0,409,410,226,63,164,97,3,6,5,5,31,25,7,3,0,59,635,NA,63,198,143
20,11,636,1,C,0,1,1,1,9,425,NA,NA,6,0,303,309,NA,3,141,123,3,3,0,2,13,10,4,1,0,69,411,NA,3,157,141
8,4,2031,1,B,0,1,1,5,159,490,2,2,9,0,225,234,256,53,75,39,1,8,4,8,17,15,4,0,1,37,476,NA,53,93,71
26,2,83,1,C,0,1,1,1,138,611,NA,NA,3,0,342,345,NA,93,123,69,1,8,10,11,17,8,0,1,1,15,597,NA,93,141,97
21,16,148,1,B,0,1,2,5,83,436,1,2,9,0,291,300,136,76,132,23,4,11,0,3,29,10,3,0,0,18,422,NA,76,165,47
7,1,971,1,B,0,1,2,5,237,690,1,2,33,0,400,433,257,40,71,65,100,42,3,4,29,27,18,1,0,65,676,NA,40,200,156
28,2,1084,1,C,0,1,1,1,343,752,NA,NA,11,0,368,379,NA,194,73,44,8,6,6,7,14,13,2,0,1,32,738,NA,194,95,72
18,2,622,1,B,0,1,1,1,52,398,NA,NA,6,0,228,234,NA,44,74,44,2,5,7,7,17,18,6,2,2,17,384,NA,44,93,84
17,5,905,2,C,0,1,1,1,422,535,NA,NA,13,0,405,418,NA,51,64,168,18,26,13,12,8,39,4,2,0,33,521,NA,51,90,252
27,5,955,1,C,0,1,1,1,218,720,NA,NA,15,0,560,575,NA,35,156,261,2,4,7,4,22,56,7,6,0,13,706,NA,35,180,341
30,12,4486,2,C,0,1,1,1,391,662,NA,NA,6,0,391,397,NA,200,58,47,4,5,9,10,28,24,1,3,2,192,648,NA,200,90,91
1,2,147,1,C,0,1,1,1,238,594,NA,NA,11,0,296,307,NA,83,95,32,11,9,2,23,30,6,3,1,1,1,580,NA,83,136,54
15,19,4908,2,C,0,1,1,5,94,515,4,2,9,0,313,322,193,53,103,82,1,5,5,2,26,31,2,2,1,105,501,NA,53,130,128
19,8,660,1,B,0,1,1,5,328,498,1,2,1,0,349,350,148,202,67,32,1,6,0,8,20,13,0,0,0,26,484,NA,202,88,51
21,11,1183,1,B,0,1,1,5,187,603,1,2,6,0,390,396,206,152,58,76,1,23,11,9,21,35,2,2,0,115,589,NA,152,80,149
14,14,913,1,B,0,1,1,5,341,700,1,2,5,0,442,447,253,135,134,34,3,5,32,14,55,23,1,3,3,41,686,NA,135,192,101
14,1,2203,1,E,0,1,2,5,368,695,4,2,6,0,363,369,316,101,130,50,8,1,16,0,35,18,1,2,1,84,681,NA,101,173,89
22,3,476,1,B,0,1,1,5,308,587,1,2,11,2,410,421,165,159,95,81,2,11,6,7,20,23,3,0,1,14,573,NA,159,117,125
26,7,1174,2,C,0,1,1,1,112,576,NA,NA,10,0,358,368,NA,118,88,103,2,2,2,2,14,15,11,1,0,63,562,NA,118,104,134
20,1,334,1,C,0,1,1,5,82,405,2,2,8,0,223,231,173,76,42,47,2,7,7,4,21,11,4,1,1,44,391,NA,76,65,78
5,3,322,1,C,0,1,1,1,122,572,NA,NA,6,0,358,364,NA,170,67,55,3,8,7,14,12,19,0,2,1,18,558,NA,170,82,92
14,15,183,1,B,0,1,2,5,63,423,1,2,20,0,217,237,186,53,103,20,6,2,3,5,21,2,2,0,0,13,409,NA,53,130,29
12,5,2773,1,B,0,1,2,5,510,664,3,2,21,0,470,491,175,76,202,124,6,4,41,3,7,4,1,0,2,76,650,NA,76,215,176
24,2,1288,3,C,0,1,1,5,230,702,4,2,13,1,379,392,310,129,56,68,10,11,2,31,33,30,7,1,0,35,688,NA,129,99,119
19,12,1753,1,B,0,1,1,1,564,539,NA,NA,10,0,383,393,NA,140,152,50,1,8,1,6,17,8,0,0,0,46,525,NA,140,170,67
16,5,2511,1,B,0,1,2,5,436,413,2,2,10,0,131,141,272,52,35,12,7,5,1,1,11,5,2,0,0,109,399,NA,52,53,25
25,1,3023,1,B,0,1,2,5,356,156,2,2,2,0,82,84,72,11,49,9,3,2,1,4,3,0,0,0,0,13,142,NA,11,55,12
7,5,364,1,B,0,1,2,1,82,539,NA,NA,16,0,292,308,NA,72,139,27,27,8,1,0,12,5,1,0,0,23,525,NA,72,178,42
9,27,3623,2,C,0,1,2,5,47,714,3,2,8,0,450,458,256,48,72,157,5,11,5,13,40,74,15,8,2,11,700,NA,48,117,272
15,31,3665,1,C,0,1,1,5,246,543,3,2,9,0,315,324,208,29,112,85,3,3,6,5,28,31,6,6,1,60,529,NA,29,143,138
7,10,307,1,C,0,1,2,5,158,559,2,2,21,0,372,393,165,87,51,27,173,4,1,13,12,3,0,0,1,20,545,NA,87,236,36
9,12,4759,1,B,0,1,1,1,242,721,NA,NA,7,0,408,415,NA,40,80,140,2,10,7,7,52,60,7,3,0,15,707,NA,40,134,227
14,2,525,1,B,0,1,2,1,48,689,NA,NA,12,0,384,396,NA,157,158,17,9,4,5,2,28,3,0,1,0,36,675,NA,157,195,30
18,1,336,1,B,0,1,2,5,209,389,1,2,7,0,259,266,123,133,76,21,2,4,0,2,12,4,4,0,1,11,375,NA,133,90,34
9,27,3728,2,C,0,1,2,1,377,711,NA,NA,10,0,466,476,NA,31,90,172,3,19,17,7,42,65,17,3,0,11,697,NA,31,135,293
14,15,260,1,B,0,1,1,5,137,687,1,2,10,0,419,429,258,107,118,60,8,8,43,12,31,24,0,4,4,18,673,NA,107,157,143
5,4,1623,1,B,0,1,1,1,385,603,NA,NA,1,0,410,411,NA,181,87,67,6,9,4,22,17,16,1,0,0,30,589,NA,181,110,97
9,15,4282,1,B,0,1,1,1,28,639,NA,NA,3,0,445,448,NA,119,95,135,6,19,7,10,25,19,9,1,0,14,625,NA,119,126,190
22,1,71,1,B,0,1,2,5,84,730,1,2,12,0,447,459,268,149,213,34,4,5,3,9,23,2,4,0,1,3,716,NA,149,240,49
12,2,1495,2,C,0,1,1,1,113,614,NA,NA,3,0,355,358,NA,40,98,104,12,6,4,8,40,33,2,7,1,36,600,NA,40,150,157
31,5,18,1,C,0,1,2,1,23,451,NA,NA,5,0,348,353,NA,125,149,43,0,3,0,1,20,5,2,0,0,3,437,NA,125,169,53
19,5,1621,1,B,0,1,1,1,298,425,NA,NA,5,0,269,274,NA,119,71,32,3,12,2,6,10,12,2,0,0,40,411,NA,119,84,60
20,7,1151,1,B,0,1,2,5,274,501,2,2,4,0,399,403,98,10,181,148,4,2,37,0,8,5,3,1,0,199,487,NA,10,193,196
15,13,1664,1,B,0,1,1,1,350,698,NA,NA,12,0,479,491,NA,57,142,143,6,8,6,19,43,48,4,2,1,34,684,NA,57,191,212
17,3,135,2,C,0,1,1,5,126,653,4,2,14,1,312,326,331,60,77,70,3,10,8,10,39,33,0,0,1,6,639,NA,60,119,122
32,1,1271,1,B,0,1,2,5,455,482,2,2,6,1,252,258,224,45,125,23,15,7,0,1,32,3,0,0,0,40,468,NA,45,172,33
17,1,285,1,C,0,1,1,5,261,665,3,2,3,0,444,447,216,82,118,118,9,6,4,9,37,49,3,8,1,7,651,NA,82,164,189
16,11,1781,1,C,0,1,2,1,281,526,NA,NA,10,0,219,229,NA,31,63,76,0,2,1,0,16,24,6,0,0,78,512,NA,31,79,109
15,31,3522,1,B,0,1,1,1,93,580,NA,NA,2,0,360,362,NA,35,116,93,4,5,15,5,38,39,5,5,0,60,566,NA,35,158,162
11,8,2164,2,C,0,1,1,1,123,614,NA,NA,9,0,355,364,NA,134,121,40,2,5,0,14,26,11,1,1,0,27,600,NA,134,149,58
30,17,1672,1,C,0,1,2,1,186,440,NA,NA,8,0,279,287,NA,96,118,37,1,1,2,1,17,5,0,1,0,77,426,NA,96,136,46
15,9,3910,2,C,0,1,2,5,183,726,3,2,15,0,442,457,263,41,202,66,5,39,7,12,52,11,6,0,1,68,712,NA,41,259,130
9,19,2867,3,C,0,1,1,5,371,625,4,2,1,0,322,323,301,37,37,102,1,11,9,7,24,81,10,3,0,7,611,NA,37,62,216
2,8,1167,1,B,0,1,1,5,56,622,1,3,2,0,287,289,333,57,83,65,5,3,7,9,28,25,5,0,0,4,608,NA,57,116,105
20,10,1846,1,B,0,1,2,1,326,709,NA,NA,0,0,400,400,NA,129,82,109,3,7,8,3,19,29,9,2,0,414,695,NA,129,104,164
24,6,920,1,C,0,1,1,5,28,448,2,2,8,0,258,266,0,98,55,53,2,5,3,8,13,18,2,1,0,28,434,NA,98,70,82
5,7,768,2,C,0,1,1,5,131,654,3,2,2,0,330,332,320,124,92,41,3,8,3,13,35,10,1,0,0,30,640,NA,124,130,63
21,10,336,3,C,0,1,1,1,90,638,NA,NA,3,0,394,397,NA,95,70,86,2,20,6,16,41,44,10,0,4,42,624,NA,95,113,170
15,6,5461,1,B,0,1,1,5,369,661,1,2,7,0,424,431,231,49,157,111,2,5,6,8,51,27,6,2,0,109,647,NA,49,210,157
28,3,1543,1,B,0,1,2,5,589,685,2,2,10,0,383,393,312,149,137,42,5,2,2,11,22,8,1,3,1,40,671,NA,149,164,59
2,6,893,1,C,0,1,1,5,280,436,3,2,2,0,193,195,241,43,64,24,2,3,10,10,20,15,2,0,0,4,422,NA,43,86,54
8,3,3093,1,B,0,1,1,1,476,210,NA,NA,0,0,90,90,NA,10,35,13,4,0,0,7,8,13,0,0,0,37,196,NA,10,47,26
11,12,355,1,C,0,1,1,5,97,539,2,2,8,0,310,318,221,122,98,33,5,5,3,14,21,5,3,1,0,7,525,NA,122,124,50
21,11,1092,2,C,0,1,1,5,22,716,3,2,6,0,420,426,293,135,61,83,2,24,16,4,28,57,5,2,3,115,702,NA,135,91,190
11,9,1105,2,C,0,1,1,5,339,685,4,2,6,0,399,405,280,142,156,34,3,3,2,16,39,3,1,0,0,17,671,NA,142,198,43
16,11,629,1,B,0,1,2,1,80,421,NA,NA,16,0,150,166,NA,7,86,34,1,2,2,0,9,5,4,0,0,38,407,NA,7,96,47
14,18,91,1,C,0,1,2,5,82,534,2,2,12,0,239,251,281,94,66,13,7,3,30,2,14,6,2,2,0,6,520,NA,94,87,56
9,6,1508,2,C,0,1,1,5,326,536,4,2,8,1,328,336,200,42,63,95,3,14,7,9,25,61,5,2,1,5,522,NA,42,91,185
19,9,20,1,B,0,1,1,1,1,676,NA,NA,10,0,383,393,NA,122,152,33,5,22,2,7,24,8,5,2,1,4,662,NA,122,181,73
27,3,629,1,C,0,1,2,5,350,663,3,2,26,0,419,445,217,37,125,175,5,7,1,4,19,31,14,1,0,6,649,NA,37,149,229
16,5,2521,2,C,0,1,1,1,456,547,NA,NA,4,0,260,264,NA,43,41,119,6,6,6,7,8,15,9,0,0,109,533,NA,43,55,155
20,10,1920,1,C,0,1,2,1,361,574,NA,NA,23,0,378,401,NA,72,103,108,63,7,7,1,13,3,1,0,0,440,560,NA,72,179,126
24,1,525,1,B,0,1,1,1,188,525,NA,NA,9,0,241,250,NA,77,89,27,1,4,0,17,16,5,4,1,0,20,511,NA,77,106,41
28,7,48,1,B,0,1,1,5,88,671,1,2,7,0,380,387,280,146,108,61,6,3,2,8,27,13,5,1,0,3,657,NA,146,141,85
30,6,2952,1,E,0,1,2,5,271,427,4,2,13,0,222,235,192,87,44,53,8,11,4,2,5,7,0,0,1,125,413,NA,87,57,76
19,3,433,9,C,0,1,1,5,21,717,4,2,3,0,271,274,443,76,88,36,5,19,1,6,23,12,4,1,0,21,703,NA,76,116,73
14,16,2593,1,C,0,1,1,1,241,630,NA,NA,14,0,342,356,NA,100,106,24,6,1,44,12,36,9,0,1,3,99,616,NA,100,148,82
9,11,5427,1,S,0,1,1,1,425,764,NA,NA,4,0,748,752,NA,292,148,185,6,18,14,3,21,52,8,1,0,17,0,NA,292,175,278
2,8,1694,1,B,0,1,1,5,494,655,1,3,6,0,275,281,373,55,91,49,11,4,3,7,41,11,3,0,0,4,641,NA,55,143,70
10,1,1139,1,B,0,1,2,5,442,211,2,2,5,0,158,163,48,14,101,2,1,9,1,1,29,0,0,0,0,27,197,NA,14,131,12
7,3,871,1,C,0,1,2,1,434,581,NA,NA,27,0,257,284,NA,40,110,7,51,1,0,25,22,1,0,0,0,59,567,NA,40,183,9
11,3,1504,2,C,0,1,2,5,507,648,3,2,11,0,344,355,282,141,135,10,3,1,1,6,44,3,0,0,0,20,634,NA,141,182,15
14,6,2907,2,C,0,1,1,5,22,549,3,2,11,0,327,338,212,87,119,39,9,4,18,11,29,6,2,2,1,120,535,NA,87,157,72
15,3,417,3,C,0,1,1,1,4,672,NA,NA,9,0,448,457,NA,54,233,61,3,2,6,16,51,18,3,1,0,14,658,NA,54,287,91
11,10,2288,1,C,0,1,1,5,121,548,2,2,15,0,271,286,263,117,83,21,3,2,6,9,21,9,0,0,0,28,534,NA,117,107,38
7,2,1178,1,C,0,1,1,1,315,656,NA,NA,16,0,492,508,NA,43,259,135,33,6,1,0,6,2,3,4,0,79,642,NA,43,298,151
15,29,3414,1,B,0,1,1,5,303,552,2,2,9,0,339,348,203,49,85,105,5,7,8,8,30,37,5,0,0,60,538,NA,49,120,162
15,13,1603,1,C,0,1,1,6,265,471,3,2,7,0,284,291,NA,52,74,71,2,8,5,6,38,23,5,0,0,34,457,1,52,114,112
8,1,1941,12,C,0,1,2,1,243,763,NA,NA,2,0,198,200,NA,25,73,33,10,5,2,6,24,17,2,0,1,37,749,NA,25,107,60
15,20,3266,1,B,0,1,1,5,346,512,2,2,4,0,342,346,168,39,98,94,4,12,5,7,35,38,6,4,0,60,498,NA,39,137,159
17,3,156,1,C,0,1,1,1,178,456,NA,NA,6,0,292,298,NA,39,60,116,7,13,7,13,16,18,2,0,1,6,442,NA,39,83,157
14,4,2948,1,B,0,1,1,1,98,581,NA,NA,2,0,350,352,NA,115,116,42,6,10,18,5,22,14,0,1,1,120,567,NA,115,144,86
22,2,635,1,C,0,1,2,1,458,645,NA,NA,6,2,425,431,NA,82,258,16,9,5,2,15,31,3,1,0,1,16,631,NA,82,298,28
8,3,1732,1,B,0,1,1,5,280,599,2,2,5,0,302,307,262,103,91,43,3,8,7,11,16,20,0,0,0,37,585,NA,103,110,78
2,6,995,1,B,0,1,1,5,400,494,2,2,5,0,247,252,243,61,54,61,3,2,2,10,33,16,4,1,0,4,480,NA,61,90,86
29,1,522,1,B,0,1,2,5,406,615,2,2,17,0,358,375,240,77,119,71,2,4,10,4,34,30,6,0,1,37,601,NA,77,155,122
30,7,2309,1,C,0,1,1,5,192,478,2,2,11,0,272,283,195,85,63,52,0,5,3,2,22,34,3,3,0,103,464,NA,85,85,100
15,27,4131,1,B,0,1,1,1,374,676,NA,NA,9,0,447,456,NA,87,169,88,4,13,5,12,50,14,3,1,1,77,662,NA,87,223,125
8,3,1793,1,B,0,1,1,5,377,465,2,2,4,0,234,238,227,53,69,48,3,9,4,8,20,14,3,3,0,37,451,NA,53,92,81
11,11,1997,1,B,0,1,2,1,401,736,NA,NA,20,0,443,463,NA,101,211,50,7,3,3,4,51,8,5,0,0,23,722,NA,101,269,69
30,8,1506,1,C,0,1,2,5,243,764,3,3,8,0,475,483,281,129,145,84,22,6,3,6,45,29,5,1,0,67,750,NA,129,212,128
15,36,5147,1,E,0,1,2,1,416,235,NA,NA,4,0,145,149,NA,3,47,70,2,0,0,0,7,5,10,1,0,106,221,NA,3,56,86
27,6,508,1,C,0,1,2,5,316,553,2,2,16,0,349,365,188,17,96,146,4,3,3,4,24,40,9,3,0,4,539,NA,17,124,204
12,1,2093,1,C,0,1,2,5,431,516,4,2,13,0,337,350,166,27,148,113,1,0,3,3,36,5,0,1,0,55,502,NA,27,185,122
7,6,1735,5,C,0,1,1,5,322,691,4,2,13,0,360,373,316,55,71,81,38,5,10,5,55,32,5,2,1,102,677,NA,55,164,136
12,7,1243,2,C,0,1,1,1,219,710,NA,NA,7,0,359,366,NA,27,134,107,7,9,3,6,28,33,5,0,0,29,696,NA,27,169,157
12,8,743,1,C,0,1,2,1,111,504,NA,NA,17,0,301,318,NA,26,56,175,5,1,3,0,6,9,18,2,0,81,490,NA,26,67,208
31,2,30,1,C,0,1,2,5,38,506,2,2,1,0,431,432,73,211,170,35,1,1,1,0,6,5,1,0,0,6,492,NA,211,177,43
16,10,984,1,C,0,1,1,1,33,708,NA,NA,7,0,345,352,NA,64,112,64,6,3,6,8,44,26,10,2,0,54,694,NA,64,162,111
15,5,3896,1,B,0,1,2,1,281,691,NA,NA,13,0,527,540,NA,106,230,81,11,7,3,12,57,17,2,1,0,66,677,NA,106,298,111
30,15,591,1,B,0,1,2,5,23,753,1,3,14,0,496,510,241,258,102,75,8,9,3,5,14,16,6,0,0,30,739,NA,258,124,109
27,6,483,1,B,0,1,1,1,230,590,NA,NA,1,0,417,418,NA,24,84,198,3,5,8,4,25,49,11,4,2,4,576,NA,24,112,277
8,5,991,1,C,0,1,1,5,266,731,3,2,3,0,354,357,374,79,127,64,6,4,10,24,24,13,2,0,1,21,717,NA,79,157,94
19,4,1880,1,B,0,1,1,1,125,563,NA,NA,4,1,369,373,NA,227,49,47,3,11,6,10,10,3,2,0,0,47,549,NA,227,62,69
8,6,553,1,B,0,1,1,1,191,441,NA,NA,9,0,256,265,NA,83,87,29,4,4,4,16,24,3,1,1,0,19,427,NA,83,115,42
15,35,2432,1,B,0,1,1,1,100,576,NA,NA,10,0,393,403,NA,102,136,76,5,17,3,3,25,21,4,0,1,53,562,NA,102,166,122
26,5,564,1,B,0,1,1,5,244,759,1,2,5,1,421,426,321,147,121,84,4,9,3,10,21,16,2,1,2,49,745,NA,147,146,117
23,1,813,1,B,0,1,1,1,759,587,NA,NA,16,0,274,290,NA,30,72,92,10,2,3,6,32,18,8,1,0,1,573,NA,30,114,124
8,6,555,1,B,0,1,1,1,195,359,NA,NA,6,0,209,215,NA,73,75,15,2,4,1,10,17,10,1,1,0,19,345,NA,73,94,32
14,9,1315,1,B,0,1,1,1,340,690,NA,NA,13,0,454,467,NA,110,141,47,2,21,46,15,38,21,8,3,2,41,676,NA,110,181,148
15,34,5316,1,B,0,1,1,1,212,712,NA,NA,6,1,479,485,NA,116,163,80,6,11,2,21,48,27,3,1,0,107,698,NA,116,217,124
31,5,75,1,B,0,1,2,5,39,426,1,2,5,0,345,350,76,148,148,23,19,1,2,0,3,1,0,0,0,18,412,NA,148,170,27
32,4,1176,1,B,0,1,2,1,470,324,NA,NA,6,0,190,196,NA,41,77,26,1,10,0,2,25,4,4,0,0,38,310,NA,41,103,44
11,8,2197,2,C,0,1,1,5,216,707,4,2,11,0,388,399,308,182,126,32,3,3,2,13,22,3,0,2,0,27,693,NA,182,151,42
3,2,370,1,B,0,1,1,5,345,446,2,2,4,0,206,210,137,51,65,27,4,7,2,4,28,15,3,0,0,4,432,NA,51,97,54
18,2,713,1,B,0,1,1,5,199,685,1,2,9,0,474,483,203,103,133,138,0,7,17,8,21,40,5,2,0,17,671,NA,103,154,209
22,1,124,1,C,0,1,2,1,167,622,NA,NA,8,0,424,432,NA,128,138,71,17,8,11,4,22,20,4,1,0,6,608,NA,128,177,115
9,16,3300,1,C,0,1,1,1,275,532,NA,NA,10,0,319,329,NA,51,47,103,6,4,2,4,30,59,10,3,0,10,518,NA,51,83,181
5,7,881,1,B,0,1,1,1,295,612,NA,NA,8,1,401,409,NA,170,92,63,2,7,7,16,22,16,5,0,0,30,598,NA,170,116,98
1,2,89,1,C,0,1,1,1,107,537,NA,NA,8,1,296,304,NA,98,92,40,4,6,7,19,17,8,4,0,0,1,523,NA,98,113,65
31,2,156,1,B,0,1,2,1,121,630,NA,NA,12,0,514,526,NA,174,137,21,117,45,0,5,7,5,1,0,2,34,616,NA,174,261,74
15,38,5978,1,B,0,1,1,5,419,704,1,2,10,0,364,374,347,31,145,79,10,5,4,9,53,23,1,4,0,32,690,NA,31,208,116
31,4,265,9,C,0,1,1,1,22,762,NA,NA,9,0,570,579,NA,212,150,127,6,15,7,10,25,17,1,0,0,50,748,NA,212,181,167
15,38,4638,1,C,0,1,1,1,221,418,NA,NA,2,1,297,299,NA,64,78,65,2,7,19,10,16,31,3,1,0,100,404,NA,64,96,126
9,10,5033,1,C,0,1,1,1,225,577,NA,NA,13,0,410,423,NA,117,81,118,4,13,9,3,21,37,6,1,0,16,563,NA,117,106,184
8,1,1936,1,B,0,1,1,1,216,749,NA,NA,6,1,411,417,NA,71,106,114,5,12,12,34,23,25,5,1,2,37,735,NA,71,134,171
15,12,6115,1,B,0,1,1,5,451,591,2,3,6,0,365,371,223,38,96,109,7,5,7,12,34,49,4,3,1,40,577,NA,38,137,178
10,4,160,1,B,0,1,1,5,122,413,1,2,4,0,237,241,172,82,75,34,2,13,2,6,11,9,2,1,0,5,399,NA,82,88,61
5,4,946,2,C,0,1,1,5,216,677,4,2,10,0,325,335,340,70,146,34,4,7,2,10,40,9,2,1,0,30,663,NA,70,190,55
29,1,178,3,C,0,1,2,1,188,622,NA,NA,8,0,382,390,NA,115,84,86,4,7,6,22,27,24,6,1,0,13,608,NA,115,115,130
28,8,1456,1,C,0,1,1,5,380,499,4,2,7,0,291,298,195,129,59,43,1,1,4,3,24,24,2,1,0,38,485,NA,129,84,75
30,16,1821,1,B,0,1,2,1,446,615,NA,NA,11,0,427,438,NA,109,157,93,4,8,3,4,26,18,5,0,0,87,601,NA,109,187,127
15,10,1321,2,C,0,1,1,5,19,716,4,2,7,0,437,444,271,48,136,125,3,5,6,12,55,37,7,3,0,34,702,NA,48,194,183
15,1,2341,1,B,0,1,2,5,342,538,1,2,10,0,380,390,148,34,184,46,4,42,1,3,33,20,11,0,2,48,524,NA,34,221,122
30,10,1850,3,C,0,1,1,6,13,656,4,2,10,0,366,376,NA,105,63,109,4,5,4,10,21,35,10,0,0,89,642,1,105,88,163
9,3,174,1,C,0,1,1,6,210,532,3,2,5,0,348,353,NA,40,67,125,1,5,7,9,26,57,8,2,1,2,518,1,40,94,205
17,1,326,1,B,0,1,1,1,347,305,NA,NA,3,0,194,197,NA,42,62,41,3,4,3,3,18,15,2,1,0,7,291,NA,42,83,66
11,13,696,1,B,0,1,2,5,182,526,1,2,8,0,383,391,137,199,113,19,9,2,4,3,25,7,1,0,1,11,512,NA,199,147,34
20,2,2329,1,B,0,1,2,1,377,336,NA,NA,3,0,148,151,NA,45,29,18,2,1,40,0,4,7,2,0,0,545,322,NA,45,35,68
15,12,991,3,C,0,1,1,5,38,654,4,3,8,0,399,407,251,61,86,98,5,16,42,11,33,39,1,5,2,26,640,NA,61,124,203
26,5,549,1,C,0,1,1,5,212,419,3,2,5,0,256,261,157,117,52,46,3,2,6,0,19,10,1,0,0,49,405,NA,117,74,65
30,18,102,1,B,0,1,2,1,20,230,NA,NA,2,0,139,141,NA,6,52,39,4,3,1,5,17,5,6,1,0,6,216,NA,6,73,55
15,18,2395,2,C,0,1,2,5,312,572,3,2,12,0,421,433,136,131,135,96,5,8,1,3,24,12,6,0,0,52,558,NA,131,164,123
20,5,679,1,C,0,1,1,1,136,716,NA,NA,19,0,435,454,NA,69,112,145,5,6,8,11,29,38,8,1,3,76,702,NA,69,146,209
16,5,1583,1,C,0,1,2,1,161,611,NA,NA,9,0,321,330,NA,110,134,31,2,0,1,3,33,5,1,0,1,70,597,NA,110,169,39
11,3,1356,1,B,0,1,1,5,244,706,1,2,5,0,443,448,256,258,105,20,6,2,1,15,31,3,1,1,0,20,692,NA,258,142,28
11,12,460,1,B,0,1,1,5,290,644,2,2,4,0,390,394,240,167,97,44,8,3,12,15,31,12,0,1,0,7,630,NA,167,136,72
14,6,3069,2,C,0,1,1,5,236,740,3,2,12,1,499,511,229,234,134,45,5,5,21,10,33,8,1,1,1,120,726,NA,234,172,82
31,3,611,5,C,0,1,1,5,397,709,4,2,11,0,383,394,315,149,125,50,2,4,3,6,27,16,0,1,0,50,695,NA,149,154,74
12,6,1455,1,B,0,1,1,1,348,615,NA,NA,7,0,318,325,NA,18,123,86,14,13,7,3,22,32,0,0,0,35,601,NA,18,159,138
12,7,2503,1,B,0,1,2,5,494,297,2,2,5,0,127,132,166,21,42,26,21,1,0,4,8,3,1,0,0,62,283,NA,21,71,31
25,8,2591,1,B,0,1,1,1,52,410,NA,NA,13,1,236,249,NA,70,61,27,4,8,3,8,31,19,2,1,1,12,396,NA,70,96,61
30,20,3423,1,B,0,1,2,1,330,566,NA,NA,18,0,342,360,NA,188,85,40,1,2,1,4,14,4,3,0,0,143,552,NA,188,100,50
27,5,1022,2,C,0,1,2,1,403,716,NA,NA,8,0,516,524,NA,14,165,251,3,9,6,1,22,27,15,3,0,14,702,NA,14,190,311
27,6,1040,1,C,0,1,1,1,383,573,NA,NA,15,0,414,429,NA,29,149,156,0,7,2,2,20,36,12,1,0,15,559,NA,29,169,214
21,1,537,1,E,0,1,2,1,35,601,NA,NA,16,0,390,406,NA,50,128,209,0,0,0,3,0,0,0,0,0,65,587,NA,50,128,209
14,14,831,1,B,0,1,1,1,123,629,NA,NA,5,2,451,456,NA,179,90,60,2,11,45,15,19,19,4,4,1,41,615,NA,179,111,144
8,1,1878,2,C,0,1,1,1,119,615,NA,NA,4,0,308,312,NA,63,104,48,11,4,4,22,28,20,4,0,0,37,601,NA,63,143,80
16,9,471,1,B,0,1,2,1,10,526,NA,NA,2,0,255,257,NA,10,84,97,3,3,5,2,20,24,6,1,0,33,512,NA,10,107,136
14,13,1476,2,C,0,1,1,5,299,594,4,2,7,0,338,345,247,73,106,34,2,3,30,17,43,27,0,2,1,41,580,NA,73,151,97
30,21,2385,1,B,0,1,1,5,294,566,2,3,10,0,415,425,140,43,185,82,12,6,4,0,43,30,9,1,0,210,552,NA,43,240,132
30,17,2138,1,B,0,1,2,1,221,757,NA,NA,9,0,476,485,NA,259,111,54,1,5,7,1,26,12,0,0,0,92,743,NA,259,138,78
32,1,148,1,C,0,1,2,5,104,518,3,2,7,0,260,267,254,39,76,33,6,35,5,11,28,17,8,0,2,10,504,NA,39,110,100
5,3,663,7,C,0,1,1,5,434,715,4,2,10,0,406,416,299,203,110,37,4,7,6,17,16,4,2,0,0,27,701,NA,203,130,56
