ID_ESTADO,D_DISTRITO,SECCION,ID_CASILLA,TIPO_CASILLA,EXT_CONTIGUA,TIPO_CANDIDATURA,CASILLA,ESTATUS_ACTA,ORDEN,LISTA_NOMINAL_CASILLA,ID_GRUPO,TIPO_RECUENTO,NUM_VOTOS_NULOS,NUM_VOTOS_CAN_NREG,NUMERO_VOTOS_VALIDOS,TOTAL_VOTOS,BOLETAS_INUTILIZADAS,PAN,PRI,PRD,PVEM,PT,MC,PANAL,PRI_PVEM,PRD_PT_MC,PRD_PT,PRD_MC,PT_MC,ID_MUNICIPIO,LISTA_NOMINAL,VOTOS_RESERVADOS,pan,pri,prd
26,7,1232,1,C,0,1,1,1,244,650,NA,NA,7,0,438,445,NA,168,155,50,2,4,2,3,33,15,3,1,2,65,636,NA,168,190,77
20,11,790,1,C,0,1,2,1,31,515,NA,NA,12,0,263,275,NA,13,118,86,9,14,8,0,7,5,2,1,0,108,501,NA,13,134,116
1,3,333,1,S,0,1,2,6,447,764,4,3,7,1,643,650,NA,224,144,166,3,11,9,16,29,35,3,2,0,1,0,1,224,176,226
11,14,255,1,B,0,1,1,5,200,634,1,2,15,0,272,287,250,75,75,20,8,6,58,10,13,6,0,0,1,4,620,NA,75,96,91
28,8,1359,7,C,0,1,1,1,179,739,NA,NA,3,0,405,408,NA,233,54,60,3,3,4,6,20,20,1,0,1,38,725,NA,233,77,89
20,4,1165,1,B,0,1,2,1,151,564,NA,NA,18,1,219,237,NA,78,27,77,2,11,5,1,5,6,4,1,1,201,550,NA,78,34,105
13,2,585,1,B,0,1,2,5,189,627,1,2,9,0,326,335,289,109,111,67,1,9,1,8,5,13,2,0,0,30,613,NA,109,117,92
3,2,314,2,C,0,1,1,5,247,663,4,2,4,0,333,337,336,107,104,54,4,2,6,5,32,14,4,0,1,4,649,NA,107,140,81
30,13,3528,1,B,0,1,2,5,408,727,2,2,14,0,465,479,249,216,158,21,0,5,1,3,47,12,1,1,0,149,713,NA,216,205,41
30,17,2391,1,B,0,1,2,1,240,631,NA,NA,6,0,325,331,NA,181,88,14,1,8,0,4,27,1,0,1,0,106,617,NA,181,116,24
30,12,4378,1,B,0,1,1,1,310,519,NA,NA,4,0,323,327,NA,165,52,52,1,6,4,2,20,20,0,1,0,192,505,NA,165,73,83
25,2,85,1,B,0,1,1,1,141,380,NA,NA,6,0,200,206,NA,57,67,27,2,3,1,6,18,17,2,0,0,1,366,NA,57,87,50
16,7,1918,1,B,0,1,2,1,341,594,NA,NA,7,0,301,308,NA,88,104,32,16,4,6,16,23,10,1,0,1,86,580,NA,88,143,54
14,6,3024,1,B,0,1,2,5,84,747,1,2,15,1,414,429,318,145,121,37,3,4,33,9,39,20,1,0,1,120,733,NA,145,163,96
8,3,1644,1,B,0,1,1,5,132,360,1,2,5,0,164,169,191,57,46,30,2,2,3,7,8,8,1,0,0,37,346,NA,57,56,44
30,7,2316,1,C,0,1,1,5,209,666,3,2,2,0,403,405,261,106,100,82,3,5,7,18,39,35,8,0,0,103,652,NA,106,142,137
22,3,497,1,B,0,1,1,5,357,518,1,2,13,1,297,310,208,106,85,45,5,8,2,7,25,9,2,2,0,14,504,NA,106,115,68
13,4,1177,1,B,0,1,2,2,228,535,NA,NA,15,0,348,363,NA,75,96,125,0,3,3,11,16,14,5,0,0,60,521,NA,75,112,150
14,14,852,1,B,0,1,1,5,177,633,1,2,7,0,385,392,238,85,113,47,5,8,34,11,45,31,0,4,2,41,619,NA,85,163,126
15,17,1630,1,C,0,1,1,5,127,465,2,2,7,0,281,288,177,42,77,79,5,8,5,3,30,28,2,2,0,34,451,NA,42,112,124
19,9,863,1,C,0,1,1,1,284,693,NA,NA,8,0,380,388,NA,83,157,81,0,0,0,59,0,0,0,0,0,34,679,NA,83,157,81
26,5,584,2,C,0,1,1,6,345,556,3,2,7,0,325,332,NA,109,78,79,1,11,1,16,13,14,1,1,1,49,542,1,109,92,108
31,1,980,2,C,0,1,2,1,336,552,NA,NA,10,0,442,452,NA,212,105,88,2,2,2,3,16,8,4,0,0,98,538,NA,212,123,104
8,7,2344,1,B,0,1,1,1,507,545,NA,NA,1,0,227,228,NA,92,77,21,0,0,0,7,21,3,3,3,0,48,531,NA,92,98,30
8,5,927,1,C,0,1,1,5,166,441,3,2,4,0,255,259,182,76,81,43,3,8,3,6,24,10,1,0,0,21,427,NA,76,108,65
30,18,105,1,B,0,1,2,1,24,445,NA,NA,10,0,260,270,NA,48,54,113,3,2,3,2,9,18,7,1,0,6,431,NA,48,66,144
30,11,4691,1,B,0,1,2,5,468,395,2,2,14,0,241,255,140,36,90,57,2,3,1,1,13,30,8,0,0,206,381,NA,36,105,99
7,2,144,1,C,0,1,1,1,2,599,NA,NA,29,0,366,395,NA,35,67,100,42,14,24,9,33,24,13,2,3,13,585,NA,35,142,180
16,5,2464,1,B,0,1,1,6,338,657,2,2,0,1,387,387,NA,164,85,57,10,7,6,10,25,18,3,1,0,109,643,1,164,120,92
2,6,841,1,B,0,1,1,1,203,734,NA,NA,10,0,383,393,NA,83,134,72,5,7,6,14,33,21,6,2,0,4,720,NA,83,172,114
14,11,1434,1,C,0,1,1,5,397,666,4,2,13,0,417,430,238,134,121,48,3,5,38,18,25,19,1,4,1,41,652,NA,134,149,116
8,9,395,1,B,0,1,2,5,106,428,1,2,6,0,233,239,189,31,88,28,7,19,6,1,26,12,9,3,3,18,414,NA,31,121,80
25,1,1730,1,B,0,1,1,5,77,623,1,2,3,0,401,404,199,158,195,21,8,0,7,2,5,4,1,0,0,7,609,NA,158,208,33
30,21,3542,1,E,0,1,2,5,412,520,4,3,11,0,428,439,181,245,101,43,3,8,1,4,15,4,3,1,0,150,506,NA,245,119,60
31,1,127,1,B,0,1,2,1,79,659,NA,NA,7,0,578,585,NA,191,321,22,3,1,1,3,29,6,1,0,0,30,645,NA,191,353,31
11,13,669,1,B,0,1,1,5,116,551,1,2,7,0,315,322,223,150,81,33,7,2,2,20,13,6,1,0,0,11,537,NA,150,101,44
9,27,3628,1,B,0,1,1,1,62,727,NA,NA,9,0,404,413,NA,35,59,170,7,15,10,7,33,57,8,3,0,11,713,NA,35,99,263
7,9,1725,1,C,0,1,1,5,338,755,2,2,13,1,465,478,298,56,55,145,63,15,9,7,49,53,12,0,0,102,741,NA,56,167,234
15,35,4439,1,C,0,1,2,1,261,626,NA,NA,7,1,407,414,NA,92,154,74,3,13,14,18,22,10,2,3,1,89,612,NA,92,179,117
15,34,5436,3,C,0,1,1,5,412,590,4,2,11,0,389,400,187,82,175,43,3,4,8,6,47,15,5,1,0,107,576,NA,82,225,76
15,21,2921,4,C,0,1,1,5,276,625,4,2,12,0,359,371,256,50,124,77,4,3,2,8,46,34,9,2,0,58,611,NA,50,174,127
25,6,1917,1,B,0,1,1,1,228,532,NA,NA,18,6,320,338,NA,76,149,56,3,3,4,10,10,2,0,0,1,9,518,NA,76,162,66
19,12,846,2,C,0,1,1,1,444,620,NA,NA,3,0,292,295,NA,105,89,32,7,13,3,11,19,8,5,0,0,32,606,NA,105,115,61
7,11,544,1,C,0,1,2,5,117,465,2,2,11,0,261,272,193,13,80,85,30,5,3,3,23,11,7,1,0,37,451,NA,13,133,112
2,2,586,1,C,0,1,1,5,423,458,4,2,7,0,282,289,172,79,119,27,1,3,5,4,34,7,2,1,0,2,444,NA,79,154,45
31,1,1054,1,B,0,1,2,5,439,261,2,2,3,0,208,211,50,102,93,4,1,0,0,0,8,0,0,0,0,104,247,NA,102,102,4
30,4,4366,1,B,0,1,1,5,209,694,1,2,12,0,390,402,292,183,82,66,1,1,5,6,23,20,2,1,0,192,680,NA,183,106,95
15,26,5394,1,C,0,1,1,1,362,698,NA,NA,4,0,467,471,NA,156,175,52,2,6,3,16,40,14,3,0,0,107,684,NA,156,217,78
15,30,3621,1,C,0,1,1,5,351,664,4,2,7,0,424,431,222,60,112,135,1,6,7,6,33,58,4,2,0,60,650,NA,60,146,212
24,1,1229,1,B,0,1,2,1,374,437,NA,NA,19,2,294,313,NA,79,141,9,10,19,4,5,17,4,4,0,0,34,423,NA,79,168,40
30,14,2478,1,B,0,1,1,1,341,496,NA,NA,6,0,289,295,NA,59,83,89,5,3,7,0,20,16,6,1,0,109,482,NA,59,108,122
4,1,87,1,B,0,1,1,1,202,475,NA,NA,5,0,332,337,NA,76,107,59,0,4,13,22,25,21,5,0,0,1,461,NA,76,132,102
24,2,1575,1,B,0,1,2,5,355,447,2,2,21,0,325,346,101,112,138,8,43,2,3,5,13,1,0,0,0,47,433,NA,112,194,14
15,13,1443,1,C,0,1,1,1,82,540,NA,NA,4,0,358,362,NA,45,94,115,4,8,9,13,28,37,3,2,0,34,526,NA,45,126,174
15,24,2957,1,B,0,1,1,1,225,699,NA,NA,5,0,418,423,NA,69,118,91,1,8,3,15,64,37,7,4,1,58,685,NA,69,183,151
15,30,3488,1,C,0,1,1,5,174,763,3,2,10,0,454,464,299,37,135,131,5,12,8,10,47,54,10,4,1,60,749,NA,37,187,220
9,11,1887,1,B,0,1,1,1,65,511,NA,NA,4,0,310,314,NA,33,68,107,4,6,10,4,18,50,6,3,1,6,497,NA,33,90,183
21,6,1595,7,C,0,1,1,5,446,747,4,2,13,0,398,411,335,110,68,66,4,15,3,14,58,48,10,2,0,115,733,NA,110,130,144
20,7,180,1,C,0,1,1,5,16,436,2,2,0,0,303,303,131,12,93,129,1,6,16,2,14,21,6,2,1,30,422,NA,12,108,181
21,13,183,1,B,0,1,1,1,82,382,NA,NA,2,0,228,230,NA,61,49,59,2,16,5,6,13,16,1,0,0,19,368,NA,61,64,97
30,16,319,1,B,0,1,2,1,53,380,NA,NA,7,0,263,270,NA,122,57,38,8,2,2,4,10,19,1,0,0,14,366,NA,122,75,62
7,12,1588,1,B,0,1,2,1,349,681,NA,NA,32,0,449,481,NA,98,104,66,82,16,8,6,29,26,12,1,1,101,667,NA,98,215,130
30,6,1274,1,B,0,1,2,1,25,536,NA,NA,8,0,357,365,NA,117,195,13,5,3,0,3,19,1,1,0,0,52,522,NA,117,219,18
15,36,4145,1,B,0,1,2,1,127,654,NA,NA,16,0,518,534,NA,59,223,155,5,2,0,3,28,20,23,0,0,78,640,NA,59,256,200
20,3,1245,1,C,0,1,2,1,240,533,NA,NA,6,0,296,302,NA,67,48,106,2,5,6,4,16,34,4,2,2,227,519,NA,67,66,159
19,12,214,1,B,0,1,2,1,157,501,NA,NA,15,0,270,285,NA,92,121,16,2,13,1,6,11,5,2,0,1,9,487,NA,92,134,38
9,4,2733,3,C,0,1,1,6,306,658,4,2,11,0,423,434,NA,49,82,146,4,15,7,4,36,61,16,3,0,7,644,3,49,122,248
9,26,3544,1,B,0,1,1,1,485,411,NA,NA,3,0,274,277,NA,85,42,69,0,9,5,1,18,42,2,1,0,10,397,NA,85,60,128
26,2,227,6,C,0,1,1,1,435,728,NA,NA,5,0,303,308,NA,101,87,42,3,5,7,6,36,15,1,0,0,30,714,NA,101,126,70
15,4,3807,1,B,0,1,2,5,444,594,1,2,12,0,396,408,185,48,122,90,5,1,11,12,54,43,7,2,1,61,580,NA,48,181,155
30,5,937,1,C,0,1,1,5,47,690,2,2,3,0,381,384,307,92,104,92,2,5,7,14,27,32,4,1,1,42,676,NA,92,133,142
15,34,5433,1,C,0,1,1,5,399,764,3,2,5,1,478,483,281,129,176,83,7,12,1,20,33,10,4,1,1,107,750,NA,129,216,112
15,19,5054,1,C,0,1,1,5,317,714,3,2,11,0,500,511,199,111,125,113,3,8,9,13,68,43,5,1,1,105,700,NA,111,196,180
15,40,5823,1,B,0,1,1,1,223,568,NA,NA,11,0,405,416,NA,58,197,57,3,5,9,10,52,11,2,1,0,119,554,NA,58,252,85
16,5,444,1,E,0,1,2,1,22,206,NA,NA,5,0,105,110,NA,29,41,16,0,2,0,4,5,8,0,0,0,30,192,NA,29,46,26
4,2,225,1,B,0,1,1,1,99,632,NA,NA,6,0,342,348,NA,97,78,71,3,10,6,8,30,31,5,3,0,3,618,NA,97,111,126
18,1,442,1,C,0,1,1,5,235,535,4,2,14,1,294,308,227,31,83,97,1,6,4,5,25,32,6,3,0,15,521,NA,31,109,148
17,5,812,1,C,0,1,1,1,312,527,NA,NA,7,0,304,311,NA,39,79,92,2,11,13,10,22,30,6,0,0,29,513,NA,39,103,152
3,2,201,1,B,0,1,1,1,116,536,NA,NA,9,0,313,322,NA,76,114,55,3,8,2,8,26,18,1,1,1,3,522,NA,76,143,86
7,11,66,1,C,0,1,2,1,31,628,NA,NA,7,0,458,465,NA,26,30,139,184,17,4,0,14,22,22,0,0,6,614,NA,26,228,204
26,7,1230,1,C,0,1,1,1,239,555,NA,NA,12,0,327,339,NA,125,113,44,4,0,3,4,26,5,3,0,0,65,541,NA,125,143,55
21,11,1105,1,C,0,1,1,5,51,571,2,2,8,1,341,349,224,129,44,78,3,8,10,6,22,33,5,1,1,115,557,NA,129,69,136
13,3,1607,1,C,0,1,1,1,502,569,NA,NA,2,0,329,331,NA,52,110,73,5,3,6,35,18,16,8,2,1,81,555,NA,52,133,109
7,1,478,1,B,0,1,2,1,92,637,NA,NA,21,0,447,468,NA,22,149,58,168,13,4,1,11,11,9,1,0,31,623,NA,22,328,96
30,10,2039,1,C,0,1,1,1,420,400,NA,NA,2,0,276,278,NA,102,65,56,3,11,5,2,20,12,0,0,0,89,386,NA,102,88,84
30,3,4149,1,B,0,1,2,1,376,448,NA,NA,6,0,325,331,NA,100,149,22,5,3,1,2,40,3,0,0,0,188,434,NA,100,194,29
16,4,707,1,B,0,1,1,5,124,750,1,2,9,0,333,342,408,115,90,59,9,3,5,7,24,14,5,2,0,43,736,NA,115,123,88
30,6,2375,1,B,0,1,1,1,139,740,NA,NA,16,0,533,549,NA,198,194,37,8,38,1,2,32,11,10,1,1,104,726,NA,198,234,99
9,8,340,1,B,0,1,1,1,187,511,NA,NA,5,0,338,343,NA,65,66,115,1,12,3,4,23,42,6,1,0,2,497,NA,65,90,179
24,3,465,1,B,0,1,2,1,228,401,NA,NA,20,0,218,238,NA,66,99,11,4,9,0,3,25,0,1,0,0,17,387,NA,66,128,21
9,22,2685,1,C,0,1,1,1,166,633,NA,NA,9,0,362,371,NA,27,70,134,1,10,7,3,29,66,10,3,2,7,619,NA,27,100,232
30,21,1657,1,C,0,1,2,5,200,571,3,3,9,0,298,307,274,67,92,84,3,1,1,4,22,19,5,0,0,75,557,NA,67,117,110
9,24,516,1,C,0,1,1,1,2,627,NA,NA,5,2,419,424,NA,88,81,117,1,19,11,5,28,59,5,1,2,3,613,NA,88,110,214
26,4,765,1,C,0,1,1,5,190,679,3,2,11,0,398,409,270,63,163,107,1,8,5,4,21,20,5,0,1,58,665,NA,63,185,146
7,10,199,2,C,0,1,2,1,42,751,NA,NA,16,0,422,438,NA,36,121,88,50,10,5,25,44,33,8,1,1,17,737,NA,36,215,146
25,4,2502,1,B,0,1,2,5,443,502,3,2,15,0,325,340,162,21,119,137,2,4,3,5,16,8,9,1,0,11,488,NA,21,137,162
5,6,1207,1,C,0,1,1,5,90,640,2,2,3,1,457,460,178,306,81,46,1,5,1,1,8,6,1,0,0,35,626,NA,306,90,59
14,8,1010,1,C,0,1,1,5,193,419,3,2,3,1,323,326,96,132,89,40,0,5,19,5,15,13,1,2,1,41,405,NA,132,104,81
21,7,132,2,C,0,1,2,5,179,717,3,2,12,0,367,379,338,86,81,59,9,15,10,22,34,41,8,1,1,15,703,NA,86,124,135
30,19,3339,1,C,0,1,1,1,189,518,NA,NA,9,0,307,316,NA,81,62,76,5,6,4,8,32,27,3,3,0,142,504,NA,81,99,119
30,11,894,3,C,0,1,1,5,273,637,4,2,9,0,380,389,248,44,86,138,4,9,6,6,31,43,8,5,0,41,623,NA,44,121,209
9,17,752,2,C,0,1,1,5,21,656,1,2,7,0,419,426,230,167,149,52,3,3,2,1,20,19,2,1,0,4,642,NA,167,172,79
15,5,3880,1,C,0,1,2,1,248,705,NA,NA,10,0,497,507,NA,102,198,87,3,15,5,10,46,24,4,2,1,66,691,NA,102,247,138
20,6,1414,1,B,0,1,2,1,213,543,NA,NA,2,0,189,191,NA,51,20,25,8,58,1,2,4,14,0,5,1,284,529,NA,51,32,104
2,2,442,1,B,0,1,1,5,292,741,2,2,9,0,387,396,350,111,106,69,5,6,5,15,47,21,2,0,0,2,727,NA,111,158,103
21,11,1206,2,C,0,1,1,5,240,719,3,2,7,0,447,454,267,136,75,95,2,16,7,14,33,62,6,1,0,115,705,NA,136,110,187
10,2,456,1,B,0,1,1,1,86,564,NA,NA,3,1,314,317,NA,84,84,57,2,10,5,12,28,26,4,0,1,7,550,NA,84,114,103
30,4,541,1,C,0,1,1,5,100,706,2,2,11,0,419,430,279,206,92,49,2,6,4,4,34,18,3,1,0,29,692,NA,206,128,81
24,6,1074,4,C,0,1,1,5,391,754,4,2,6,0,366,372,392,125,90,59,1,11,5,19,29,23,1,3,0,28,740,NA,125,120,102
27,1,876,1,B,0,1,1,5,168,637,1,2,9,0,443,452,186,16,132,176,2,5,8,2,26,62,10,4,0,12,623,NA,16,160,265
30,15,590,1,E,0,1,2,5,21,452,4,3,30,0,313,343,109,134,84,37,7,3,1,5,18,22,1,0,1,30,438,NA,134,109,65
14,3,5,2,C,0,1,2,1,13,585,NA,NA,15,0,358,373,NA,99,133,32,34,3,16,9,30,2,0,0,0,1,571,NA,99,197,53
12,7,1296,1,B,0,1,2,5,347,502,1,2,21,0,305,326,176,17,81,135,4,1,2,3,24,26,10,2,0,29,488,NA,17,109,176
26,6,945,3,C,0,1,1,5,392,721,4,2,14,0,301,315,396,61,111,55,0,6,8,3,34,17,3,2,1,59,707,NA,61,145,92
11,5,1400,1,B,0,1,1,5,42,705,1,2,9,0,458,467,239,229,108,50,4,11,3,11,31,10,1,0,0,20,691,NA,229,143,75
9,11,1867,1,C,0,1,1,1,53,598,NA,NA,8,2,380,388,NA,54,67,116,2,13,11,9,30,60,11,3,2,6,584,NA,54,99,216
10,2,696,1,C,0,1,1,1,407,646,NA,NA,12,0,350,362,NA,143,96,52,5,9,3,5,21,13,1,0,2,12,632,NA,143,122,80
7,1,1085,2,C,0,1,2,5,271,520,3,2,20,0,406,426,95,29,201,120,30,11,0,2,9,4,0,0,0,75,506,NA,29,240,135
15,23,5784,1,B,0,1,2,5,434,718,2,2,26,0,483,509,203,191,191,43,4,2,4,4,35,7,2,0,0,115,704,NA,191,230,58
27,5,1028,1,B,0,1,2,5,417,543,2,2,11,0,433,444,110,34,165,176,2,0,1,0,26,14,14,1,0,14,529,NA,34,193,206
19,8,674,2,C,0,1,1,5,364,632,4,2,7,0,312,319,313,98,122,20,4,11,0,11,30,12,4,0,0,26,618,NA,98,156,47
8,5,1406,1,B,0,1,1,5,369,569,2,2,8,0,340,348,219,78,193,20,2,1,5,2,31,6,0,2,0,36,555,NA,78,226,34
7,2,683,3,E,0,1,2,1,209,225,NA,NA,1,0,159,160,NA,17,81,18,36,6,1,0,0,0,0,0,0,49,211,NA,17,117,25
11,10,2295,1,C,0,1,2,1,134,465,NA,NA,2,0,224,226,NA,114,60,21,6,4,2,5,2,7,3,0,0,28,451,NA,114,68,37
15,12,6150,1,B,0,1,1,5,505,506,2,3,2,0,285,287,219,37,87,77,2,3,6,7,30,26,10,0,0,40,492,NA,37,119,122
17,2,466,1,C,0,1,1,5,207,429,2,2,7,0,271,278,151,59,48,97,5,4,3,6,19,25,3,2,0,11,415,NA,59,72,134
7,2,1209,3,C,0,1,1,5,353,602,4,2,22,0,397,419,181,39,78,85,62,26,5,33,17,34,18,0,0,82,588,NA,39,157,168
24,7,55,1,C,0,1,2,1,47,391,NA,NA,12,1,265,277,NA,145,42,48,3,3,4,1,6,7,1,0,4,3,377,NA,145,51,67
15,24,3006,1,B,0,1,1,1,317,683,NA,NA,7,0,395,402,NA,61,127,99,3,7,6,7,47,21,14,3,0,58,669,NA,61,177,150
11,11,1985,1,C,0,1,2,1,378,449,NA,NA,9,0,219,228,NA,133,47,13,2,1,0,12,9,2,0,0,0,23,435,NA,133,58,16
9,7,1210,1,C,0,1,1,1,125,715,NA,NA,4,4,449,453,NA,73,86,140,4,14,8,10,31,69,7,3,0,5,701,NA,73,121,241
23,1,598,1,B,0,1,1,1,529,672,NA,NA,2,0,397,399,NA,66,85,119,10,5,8,5,30,50,11,7,1,1,658,NA,66,125,201
9,7,1179,1,B,0,1,1,1,63,665,NA,NA,7,0,431,438,NA,65,79,143,3,10,11,3,41,66,7,3,0,5,651,NA,65,123,240
15,30,3646,1,B,0,1,1,1,377,594,NA,NA,7,0,374,381,NA,55,87,119,4,18,7,6,28,37,8,4,1,60,580,NA,55,119,194
13,7,1559,1,C,0,1,2,1,429,550,NA,NA,7,0,367,374,NA,66,144,61,2,8,8,17,25,27,6,2,1,77,536,NA,66,171,113
15,3,434,1,C,0,1,2,1,60,601,NA,NA,7,0,368,375,NA,83,160,35,12,4,8,10,44,11,1,0,0,14,587,NA,83,216,59
32,2,1523,1,B,0,1,2,1,606,551,NA,NA,12,0,305,317,NA,64,127,27,2,6,2,16,45,11,3,2,0,48,537,NA,64,174,51
30,17,2390,1,C,0,1,2,1,237,730,NA,NA,7,0,422,429,NA,247,79,60,2,5,2,7,1,10,6,3,0,106,716,NA,247,82,86
26,2,131,2,C,0,1,1,1,203,633,NA,NA,9,1,399,408,NA,161,135,32,1,2,1,13,42,8,2,1,0,25,619,NA,161,178,46
16,12,203,1,B,0,1,2,1,239,752,NA,NA,7,0,340,347,NA,53,135,85,4,2,3,7,32,15,4,0,0,12,738,NA,53,171,109
21,2,819,2,C,0,1,2,5,158,664,3,2,15,0,323,338,323,85,110,45,2,4,6,7,36,20,6,1,1,96,650,NA,85,148,83
15,11,1919,1,B,0,1,1,5,369,443,2,3,4,0,305,309,126,60,108,69,1,3,3,8,32,18,2,0,1,34,429,NA,60,141,96
19,10,1689,1,B,0,1,1,5,371,455,2,2,8,0,298,306,149,123,82,36,2,12,6,11,12,10,4,0,0,40,441,NA,123,96,68
7,9,1942,1,B,0,1,1,5,441,365,1,2,16,0,205,221,144,9,33,34,54,4,8,7,42,11,2,0,1,102,351,NA,9,129,60
9,25,2915,1,B,0,1,1,5,66,572,1,2,6,0,335,341,230,38,43,109,3,18,8,6,16,76,11,6,1,7,558,NA,38,62,229
14,14,759,1,B,0,1,1,1,3,697,NA,NA,7,1,509,516,NA,288,93,56,2,6,26,5,13,14,1,2,2,41,683,NA,288,108,107
5,7,775,1,C,0,1,1,5,148,579,2,2,7,0,394,401,179,174,101,48,4,6,2,10,30,16,0,3,0,30,565,NA,174,135,75
14,3,119,1,C,0,1,2,1,85,529,NA,NA,11,0,316,327,NA,84,177,8,6,2,2,3,29,5,0,0,0,8,515,NA,84,212,17
28,3,1171,2,C,0,1,1,5,371,527,4,2,5,0,317,322,208,105,100,49,4,4,2,10,17,20,5,1,0,33,513,NA,105,121,81
15,1,2288,2,C,0,1,2,1,234,516,NA,NA,13,0,361,374,NA,61,174,44,5,6,3,11,42,13,1,1,0,46,502,NA,61,221,68
10,1,1111,1,B,0,1,2,5,410,93,2,2,0,0,47,47,46,15,19,0,0,9,0,1,2,0,1,0,0,27,79,NA,15,21,10
15,26,5361,1,C,0,1,2,5,242,567,2,2,11,0,340,351,221,77,156,35,2,5,0,11,48,4,2,0,0,107,553,NA,77,206,46
19,5,977,1,B,0,1,1,5,6,654,1,2,11,0,335,346,308,95,122,42,2,22,2,6,38,4,2,0,0,40,640,NA,95,162,72
9,17,807,2,C,0,1,1,1,190,537,NA,NA,3,0,357,360,NA,56,80,100,10,17,1,8,33,40,9,3,0,4,523,NA,56,123,170
30,8,4193,2,C,0,1,2,5,494,533,5,2,9,0,350,359,169,175,63,48,2,8,1,7,16,24,1,2,3,190,519,NA,175,81,87
13,6,933,1,C,0,1,1,5,334,668,2,3,2,0,478,480,165,171,129,104,1,4,13,10,20,22,2,2,0,47,654,NA,171,150,147
9,19,2295,1,B,0,1,1,5,146,628,1,2,5,0,391,396,234,44,74,128,0,10,10,7,31,71,13,3,0,7,614,NA,44,105,235
7,7,1028,1,B,0,1,2,5,237,759,2,2,18,0,454,472,287,101,79,64,135,11,3,3,40,12,5,1,0,69,745,NA,101,254,96
11,10,2960,1,B,0,1,1,1,389,698,NA,NA,11,0,357,368,NA,105,77,35,36,56,3,15,16,7,6,0,1,46,684,NA,105,129,108
8,7,339,1,C,0,1,1,1,216,535,NA,NA,12,0,256,268,NA,64,88,43,3,10,7,2,27,12,0,0,0,17,521,NA,64,118,72
10,3,943,1,B,0,1,2,5,410,262,2,2,2,0,145,147,115,80,42,1,4,1,0,4,13,0,0,0,0,19,248,NA,80,59,2
23,3,173,1,C,0,1,1,5,355,616,3,2,4,0,313,317,299,39,98,86,6,9,5,4,30,30,4,1,1,1,602,NA,39,134,136
19,12,2277,1,B,0,1,1,5,617,403,1,2,3,0,225,228,174,86,65,32,0,5,5,8,17,6,0,0,1,18,389,NA,86,82,49
8,9,126,1,B,0,1,2,5,40,458,1,2,19,0,199,218,250,14,165,0,2,1,0,1,15,1,0,0,0,8,444,NA,14,182,2
25,3,1557,1,B,0,1,1,1,188,560,NA,NA,13,0,269,282,NA,70,118,29,5,4,3,3,21,12,3,0,1,6,546,NA,70,144,52
11,8,2232,1,C,0,1,2,5,290,625,3,2,18,0,405,423,202,199,134,9,13,3,2,16,22,5,1,1,0,27,611,NA,199,169,21
6,2,183,1,B,0,1,2,1,27,449,NA,NA,5,0,268,273,NA,67,149,20,9,3,2,3,12,1,1,1,0,6,433,NA,67,170,28
14,9,1243,1,C,0,1,1,1,169,702,NA,NA,10,0,391,401,NA,97,114,33,9,5,32,14,51,30,4,2,0,41,688,NA,97,174,106
14,8,1134,1,B,0,1,1,5,353,506,2,2,5,0,315,320,186,94,106,36,5,10,21,5,19,16,2,0,1,41,492,NA,94,130,86
2,7,107,1,B,0,1,1,5,88,748,1,2,8,0,410,418,322,98,123,79,8,25,5,13,21,25,10,2,1,1,734,NA,98,152,147
14,2,2081,1,B,0,1,1,5,329,595,2,2,8,0,385,393,202,178,114,21,20,1,3,6,38,3,0,1,0,75,581,NA,178,172,29
21,6,1388,1,C,0,1,1,1,204,611,NA,NA,6,0,388,394,NA,118,60,99,9,14,10,12,23,29,8,3,3,115,597,NA,118,92,166
16,11,2090,1,B,0,1,2,5,449,466,2,2,9,0,182,191,275,26,54,68,3,1,1,3,18,2,5,1,0,98,452,NA,26,75,78
17,4,592,1,B,0,1,1,5,198,749,1,2,11,0,451,462,287,77,147,97,9,10,11,13,32,46,5,3,1,17,735,NA,77,188,173
7,2,620,1,E,0,1,2,1,180,523,NA,NA,14,0,408,422,NA,11,125,141,114,4,0,1,8,3,1,0,0,42,509,NA,11,247,149
19,3,482,2,C,0,1,1,5,220,636,3,2,3,0,321,324,313,90,126,28,4,19,6,8,20,15,3,0,2,21,622,NA,90,150,73
19,3,483,8,C,0,1,1,1,230,744,NA,NA,3,0,348,351,NA,132,110,30,6,14,6,8,22,16,3,1,0,21,730,NA,132,138,70
32,2,1396,1,C,0,1,2,1,464,566,NA,NA,16,0,341,357,NA,54,170,42,7,10,2,10,35,6,5,0,0,44,552,NA,54,212,65
12,8,1817,1,B,0,1,2,1,307,572,NA,NA,6,0,315,321,NA,17,94,129,2,4,4,8,23,21,11,2,0,47,558,NA,17,119,171
20,9,112,1,B,0,1,2,5,16,611,1,2,8,0,345,353,221,48,111,109,10,0,4,4,26,22,10,1,0,17,597,NA,48,147,146
16,5,2462,1,B,0,1,2,5,329,712,2,2,12,0,398,410,302,112,86,98,8,7,6,16,36,22,7,0,0,109,698,NA,112,130,140
15,14,416,1,C,0,1,2,5,423,693,2,3,5,0,497,502,198,302,86,61,5,6,3,4,16,9,5,0,0,13,679,NA,302,107,84
