clave,turno,tipo,mun,esp_3,esp_6
09DPR2476N,VESPERTINO,GENERAL,18,483.22,557.34
09DPR2477M,MATUTINO,GENERAL,26,462.86,569.71
09DPR2478L,MATUTINO,GENERAL,26,478.65,546.88
09DPR2479K,VESPERTINO,GENERAL,26,491.23,547.92
09DPR2481Z,VESPERTINO,GENERAL,26,527.62,476.44
09DPR2482Y,MATUTINO,GENERAL,26,521.52,556.12
09DPR2485V,MATUTINO,GENERAL,26,498.88,452.98
09DPR2486U,MATUTINO,GENERAL,28,476.85,622.01
09DPR2490G,VESPERTINO,GENERAL,26,470.67,479.84
09DPR2491F,MATUTINO,GENERAL,26,563.7,552.03
09DPR2495B,MATUTINO,GENERAL,13,584.41,584.6
09DPR2497Z,MATUTINO,GENERAL,26,501.42,524.39
09DPR2498Z,MATUTINO,GENERAL,26,530.32,549.4
09DPR2500X,VESPERTINO,GENERAL,26,470.2,515.47
09DPR2501W,MATUTINO,GENERAL,26,546.44,471.36
09DPR2502V,VESPERTINO,GENERAL,17,486.68,496.63
09DPR2503U,MATUTINO,GENERAL,26,555.94,506.27
09DPR2505S,MATUTINO,GENERAL,26,502.38,531.56
09DPR2509O,MATUTINO,GENERAL,26,579.54,567.39
09DPR2513A,MATUTINO,GENERAL,26,593.54,590.81
09DPR2515Z,MATUTINO,GENERAL,26,593.06,540.43
09DPR2518W,VESPERTINO,GENERAL,17,569.01,566.76
09DPR2519V,VESPERTINO,GENERAL,17,513.79,458.48
09DPR2521J,MATUTINO,GENERAL,26,540.88,588.79
09DPR2522I,MATUTINO,GENERAL,28,577.49,557.4
09DPR2523H,VESPERTINO,GENERAL,28,541.47,629.6
09DPR2524G,VESPERTINO,GENERAL,26,504.3,504.29
09DPR2525F,MATUTINO,GENERAL,26,593.05,577.84
09DPR2527D,MATUTINO,GENERAL,26,610.84,599.04
09DPR2528C,VESPERTINO,GENERAL,26,528.69,458.21
09DPR2529B,MATUTINO,GENERAL,26,530.41,573.45
09DPR2530R,MATUTINO,GENERAL,26,679.17,619.39
09DPR2531Q,MATUTINO,GENERAL,18,506.44,545.54
09DPR2532P,MATUTINO,GENERAL,26,527.62,555.65
09DPR2535M,MATUTINO,GENERAL,26,514.48,516.9
09DPR2537K,MATUTINO,GENERAL,26,559.18,559.12
09DPR2538J,MATUTINO,GENERAL,26,593.28,550.55
09DPR2539I,MATUTINO,GENERAL,26,565.2,590.39
09DPR2541X,MATUTINO,GENERAL,26,552.95,568.2
09DPR2544U,MATUTINO,GENERAL,3,524.49,520.75
09DPR2545T,MATUTINO,GENERAL,24,539.41,569.82
09DPR2546S,MATUTINO,GENERAL,3,574.57,582.23
09DPR2552C,VESPERTINO,GENERAL,17,561.06,504.96
09DPR2558X,MATUTINO,GENERAL,28,556.14,577.5
09DPR2561K,MATUTINO,GENERAL,3,561.95,573.59
09DPR2562J,MATUTINO,GENERAL,16,547.05,563.49
09DPR2563I,MATUTINO,GENERAL,24,537.44,538.4
09DPR2564H,MATUTINO,GENERAL,3,557.37,533.94
09DPR2565G,MATUTINO,GENERAL,24,552.18,531.41
09DPR2566F,MATUTINO,GENERAL,16,502.95,565.96
09DPR2567E,MATUTINO,GENERAL,28,594.61,513.16
09DPR2568D,VESPERTINO,GENERAL,18,563.81,570.43
09DPR2570S,MATUTINO,GENERAL,28,528.16,541.87
09DPR2571R,MATUTINO,GENERAL,28,556.41,590.74
09DPR2574O,MATUTINO,GENERAL,22,549.79,528.94
09DPR2575N,VESPERTINO,GENERAL,22,500.24,578.89
09DPR2576M,MATUTINO,GENERAL,22,548.9,556.11
09DPR2577L,MATUTINO,GENERAL,22,562.11,570.39
09DPR2580Z,MATUTINO,GENERAL,24,552.73,537.08
09DPR2582X,MATUTINO,GENERAL,3,571.21,586.96
09DPR2584V,MATUTINO,GENERAL,16,605.87,630.23
09DPR2585U,MATUTINO,GENERAL,18,553.47,521.23
09DPR2587S,MATUTINO,GENERAL,16,505.85,505.29
09DPR2588R,VESPERTINO,GENERAL,16,515.85,529.03
09DPR2592D,MATUTINO,GENERAL,16,577.11,567.62
09DPR2594B,MATUTINO,GENERAL,13,558.12,549.04
09DPR2597Z,MATUTINO,GENERAL,18,588.46,584.38
09DPR2600W,MATUTINO,GENERAL,17,553.37,497.81
09DPR2605R,VESPERTINO,GENERAL,18,469.61,491.18
09DPR2606Q,MATUTINO,GENERAL,18,473.73,525.06
09DPR2607P,VESPERTINO,GENERAL,28,505.58,525.04
09DPR2608O,MATUTINO,GENERAL,17,548.01,577.62
09DPR2610C,MATUTINO,GENERAL,17,575.61,582.19
09DPR2611B,MATUTINO,GENERAL,3,540.89,536.82
09DPR2617W,VESPERTINO,GENERAL,17,558.19,509.38
09DPR2619U,MATUTINO,GENERAL,23,516.87,545.82
09DPR2620J,MATUTINO,GENERAL,21,501.54,538.91
09DPR2622H,MATUTINO,GENERAL,23,598.81,562.13
09DPR2623G,VESPERTINO,GENERAL,23,510.36,551.46
09DPR2624F,MATUTINO,GENERAL,23,532.58,553.8
09DPR2625E,VESPERTINO,GENERAL,23,526.06,533.52
09DPR2628B,MATUTINO,GENERAL,20,490.94,570.88
09DPR2629A,VESPERTINO,GENERAL,18,566.57,551.34
09DPR2630Q,MATUTINO,GENERAL,3,500.48,525.4
09DPR2631P,VESPERTINO,GENERAL,18,530.62,561.82
09DPR2632O,VESPERTINO,GENERAL,21,509.67,573.91
09DPR2635L,MATUTINO,GENERAL,19,509.1,526.23
09DPR2636K,VESPERTINO,GENERAL,21,510.34,574.41
09DPR2637J,VESPERTINO,GENERAL,23,497.12,511.42
09DPR2638I,VESPERTINO,GENERAL,17,552.24,518.11
09DPR2639H,VESPERTINO,GENERAL,23,630.96,547.93
09DPR2640X,MATUTINO,GENERAL,23,513.98,565.71
09DPR2641W,MATUTINO,GENERAL,18,527.51,516.68
09DPR2642V,VESPERTINO,GENERAL,18,529.47,587.69
09DPR2643U,VESPERTINO,GENERAL,18,565.39,557.51
09DPR2644T,VESPERTINO,GENERAL,18,534.43,531.12
09DPR2645S,MATUTINO,GENERAL,17,544.26,553.73
09DPR2646R,VESPERTINO,GENERAL,18,473.17,539.19
09DPR2647Q,MATUTINO,GENERAL,16,543.3,517.74
09DPR2648P,MATUTINO,GENERAL,16,497.28,558.47
09DPR2649O,VESPERTINO,GENERAL,18,504.16,510.84
09DPR2650D,MATUTINO,GENERAL,18,543.92,568.48
09DPR2651C,MATUTINO,GENERAL,18,564.18,555.93
09DPR2652B,MATUTINO,GENERAL,16,599.67,512.41
09DPR2653A,VESPERTINO,GENERAL,18,512.2,518.73
09DPR2655Z,VESPERTINO,GENERAL,24,455.41,483.93
09DPR2657X,VESPERTINO,GENERAL,22,486.68,520.56
09DPR2658W,VESPERTINO,GENERAL,15,508.74,559.88
09DPR2659V,MATUTINO,GENERAL,16,574.13,545.74
09DPR2660K,VESPERTINO,GENERAL,15,498.51,527.99
09DPR2662I,VESPERTINO,GENERAL,16,516.91,528.24
09DPR2663H,MATUTINO,GENERAL,16,581.78,574.02
09DPR2666E,VESPERTINO,GENERAL,20,509.83,545.35
09DPR2669B,VESPERTINO,GENERAL,22,508.2,527.21
09DPR2670R,VESPERTINO,GENERAL,22,500.39,508.22
09DPR2671Q,MATUTINO,GENERAL,21,497.98,520.94
09DPR2672P,VESPERTINO,GENERAL,16,572.58,524.31
09DPR2673O,MATUTINO,GENERAL,16,531.14,558.29
09DPR2674N,VESPERTINO,GENERAL,16,503.38,468.77
09DPR2675M,VESPERTINO,GENERAL,23,511.87,534.06
09DPR2676L,MATUTINO,GENERAL,23,514.24,568.31
09DPR2677K,VESPERTINO,GENERAL,16,586.86,527.79
09DPR2678J,VESPERTINO,GENERAL,3,521.64,537.94
09DPR2680Y,MATUTINO,GENERAL,18,509.48,521.07
09DPR2681X,MATUTINO,GENERAL,16,522.96,575.24
09DPR2682W,MATUTINO,GENERAL,16,543.49,573.93
09DPR2683V,MATUTINO,GENERAL,3,566,559.85
09DPR2684U,VESPERTINO,GENERAL,24,460.98,546.57
09DPR2685T,MATUTINO,GENERAL,18,559.19,516.92
09DPR2686S,VESPERTINO,GENERAL,18,508.42,519.14
09DPR2687R,VESPERTINO,GENERAL,21,523.36,526.21
09DPR2694A,MATUTINO,GENERAL,16,550.08,569.85
09DPR2695Z,MATUTINO,GENERAL,3,543.72,549.98
09DPR2696Z,MATUTINO,GENERAL,3,570.04,538.56
09DPR2701U,MATUTINO,GENERAL,26,549.73,558.4
09DPR2702T,MATUTINO,GENERAL,16,538.71,572.7
09DPR2703S,MATUTINO,GENERAL,16,585.89,633.25
09DPR2706P,VESPERTINO,GENERAL,23,513.17,543.15
09DPR2707O,VESPERTINO,GENERAL,18,524.74,542.28
09DPR2708N,MATUTINO,GENERAL,28,535.77,511.53
09DPR2710B,MATUTINO,GENERAL,28,586.18,611.07
09DPR2713Z,MATUTINO,GENERAL,23,550.5,559.06
09DPR2716W,MATUTINO,GENERAL,3,583.53,587
09DPR2719T,VESPERTINO,GENERAL,21,547.35,559.85
09DPR2720I,VESPERTINO,GENERAL,24,541.14,544.98
09DPR2721H,VESPERTINO,GENERAL,22,521.38,485.03
09DPR2723F,VESPERTINO,GENERAL,24,497.19,535.59
09DPR2724E,MATUTINO,GENERAL,18,525.2,498.09
09DPR2726C,VESPERTINO,GENERAL,3,464.49,552.14
09DPR2728A,MATUTINO,GENERAL,18,542.27,497.81
09DPR2729Z,MATUTINO,GENERAL,3,542.08,553.31
09DPR2731O,MATUTINO,GENERAL,16,545.99,588.2
09DPR2732N,MATUTINO,GENERAL,28,549,568.67
09DPR2733M,MATUTINO,GENERAL,16,548.29,531.18
09DPR2734L,MATUTINO,GENERAL,17,555.1,549.54
09DPR2735K,MATUTINO,GENERAL,16,535.51,552.36
09DPR2737I,MATUTINO,GENERAL,24,510.36,548.79
09DPR2738H,MATUTINO,GENERAL,22,518.5,580.76
09DPR2739G,VESPERTINO,GENERAL,17,760,546.74
09DPR2743T,VESPERTINO,GENERAL,18,516.51,543.57
09DPR2745R,VESPERTINO,GENERAL,22,504.22,525.43
09DPR2746Q,VESPERTINO,GENERAL,18,525.86,544.26
09DPR2747P,MATUTINO,GENERAL,18,556.12,554.79
09DPR2748O,MATUTINO,GENERAL,16,574.34,572.86
09DPR2749N,VESPERTINO,GENERAL,23,521.86,533.12
09DPR2750C,MATUTINO,GENERAL,18,538.57,594.42
09DPR2752A,MATUTINO,GENERAL,16,564.73,560.73
09DPR2753Z,MATUTINO,GENERAL,17,565.85,507.22
09DPR2755Y,MATUTINO,GENERAL,18,547.46,583.05
09DPR2756X,VESPERTINO,GENERAL,23,557.38,508.14
09DPR2757W,VESPERTINO,GENERAL,13,584.41,475.27
09DPR2759U,MATUTINO,GENERAL,23,515.21,533.46
09DPR2762H,VESPERTINO,GENERAL,19,528.03,547.34
09DPR2763G,MATUTINO,GENERAL,13,518.07,524.79
09DPR2764F,MATUTINO,GENERAL,18,540.32,563.59
09DPR2765E,MATUTINO,GENERAL,18,526.92,560.44
09DPR2766D,VESPERTINO,GENERAL,18,531.78,561.15
09DPR2768B,VESPERTINO,GENERAL,3,631.2,510.18
09DPR2769A,MATUTINO,GENERAL,3,509.76,578.1
09DPR2771P,MATUTINO,GENERAL,19,613.68,609.94
09DPR2772O,MATUTINO,GENERAL,19,515.31,534.46
09DPR2773N,MATUTINO,GENERAL,21,601.5,489.98
09DPR2778I,MATUTINO,GENERAL,13,562.6,574.5
09DPR2779H,VESPERTINO,GENERAL,13,574.19,629.18
09DPR2780X,MATUTINO,GENERAL,18,566.16,608.69
09DPR2781W,VESPERTINO,GENERAL,16,626.67,544.58
09DPR2782V,VESPERTINO,GENERAL,22,576.71,543.27
09DPR2783U,VESPERTINO,GENERAL,21,529.51,518.62
09DPR2784T,VESPERTINO,GENERAL,13,632.95,552.53
09DPR2787Q,MATUTINO,GENERAL,24,533.85,549.96
09DPR2788P,VESPERTINO,GENERAL,13,499.5,524.96
09DPR2790D,MATUTINO,GENERAL,17,559.37,552.46
09DPR2792B,VESPERTINO,GENERAL,18,477.74,537.79
09DPR2793A,MATUTINO,GENERAL,16,510.91,512.81
09DPR2795Z,MATUTINO,GENERAL,18,508.96,561.85
09DPR2797X,MATUTINO,GENERAL,21,533.44,515.6
09DPR2799V,MATUTINO,GENERAL,18,513.96,513.55
09DPR2801T,VESPERTINO,GENERAL,18,508.75,497.1
09DPR2802S,MATUTINO,GENERAL,28,530.14,557.04
09DPR2803R,MATUTINO,GENERAL,21,522.06,563.17
09DPR2804Q,MATUTINO,GENERAL,18,527.92,552.36
09DPR2805P,MATUTINO,GENERAL,18,627.23,591.7
09DPR2806O,VESPERTINO,GENERAL,18,529.13,501.36
09DPR2807N,VESPERTINO,GENERAL,18,552.62,546.86
09DPR2808M,VESPERTINO,GENERAL,18,508.83,522.42
09DPR2809L,VESPERTINO,GENERAL,3,499.14,557.79
09DPR2810A,VESPERTINO,GENERAL,18,496.18,530.28
09DPR2811Z,MATUTINO,GENERAL,21,568.89,566.57
09DPR2813Y,VESPERTINO,GENERAL,17,521.22,501.63
09DPR2816V,MATUTINO,GENERAL,23,584.53,555.68
09DPR2817U,MATUTINO,GENERAL,18,562.19,581.65
09DPR2818T,VESPERTINO,GENERAL,16,529.24,546.76
09DPR2820H,VESPERTINO,GENERAL,17,521.08,515.42
09DPR2821G,VESPERTINO,GENERAL,18,514.87,536.21
09DPR2822F,MATUTINO,GENERAL,18,522.94,502.8
09DPR2823E,MATUTINO,GENERAL,18,586.04,589.41
09DPR2825C,MATUTINO,GENERAL,16,544.23,566.75
09DPR2826B,MATUTINO,GENERAL,18,528.12,554.66
09DPR2828Z,VESPERTINO,GENERAL,18,510.12,487.07
09DPR2829Z,VESPERTINO,GENERAL,18,508.43,509.86
09DPR2830O,VESPERTINO,GENERAL,28,544.29,565.62
09DPR2832M,VESPERTINO,GENERAL,16,516.41,542.87
09DPR2833L,MATUTINO,GENERAL,18,520.66,566.92
09DPR2834K,MATUTINO,GENERAL,3,533.95,535.89
09DPR2835J,VESPERTINO,GENERAL,17,464.12,525.33
09DPR2836I,MATUTINO,GENERAL,16,559.01,574.65
09DPR2838G,MATUTINO,GENERAL,23,618.09,644.25
09DPR2839F,MATUTINO,GENERAL,18,537.04,538.41
09DPR2840V,MATUTINO,GENERAL,18,504.35,519.87
09DPR2841U,MATUTINO,GENERAL,18,541.25,560.36
09DPR2842T,MATUTINO,GENERAL,18,512.11,566.51
09DPR2844R,MATUTINO,GENERAL,18,525.25,549.5
09DPR2845Q,MATUTINO,GENERAL,18,538.31,558.16
09DPR2846P,MATUTINO,GENERAL,22,536.7,519.97
09DPR2847O,VESPERTINO,GENERAL,16,582.18,513.02
09DPR2848N,MATUTINO,GENERAL,23,514.55,522.68
09DPR2850B,MATUTINO,GENERAL,18,538.01,537.91
09DPR2851A,VESPERTINO,GENERAL,18,511.65,583.37
09DPR2859T,MATUTINO,GENERAL,21,544.13,626.69
09DPR2861H,MATUTINO,GENERAL,20,506.44,542.82
09DPR2862G,VESPERTINO,GENERAL,18,539.4,558.9
09DPR2864E,VESPERTINO,GENERAL,18,549.81,519.61
09DPR2865D,MATUTINO,GENERAL,18,542.12,544.33
09DPR2870P,MATUTINO,GENERAL,24,515.52,532.41
09DPR2871O,MATUTINO,GENERAL,3,550.78,590.76
09DPR2872N,VESPERTINO,GENERAL,24,569.95,573.17
09DPR2876J,MATUTINO,GENERAL,16,614.79,583.41
09DPR2878H,MATUTINO,GENERAL,26,529.34,564.47
09DPR2879G,MATUTINO,GENERAL,17,519.42,544.15
09DPR2882U,MATUTINO,GENERAL,13,542.61,557.33
09DPR2883T,VESPERTINO,GENERAL,16,523.98,547.21
09DPR2888O,VESPERTINO,GENERAL,18,475.72,520.72
09DPR2889N,MATUTINO,GENERAL,28,572.3,554.22
09DPR2891B,MATUTINO,GENERAL,18,506.53,542.63
09DPR2893Z,MATUTINO,GENERAL,17,573.43,587.29
09DPR2894Z,VESPERTINO,GENERAL,17,531.79,533.73
09DPR2895Y,MATUTINO,GENERAL,17,519.13,541.23
09DPR2896X,MATUTINO,GENERAL,17,500.64,540.69
09DPR2897W,VESPERTINO,GENERAL,17,477.33,526.52
09DPR2898V,MATUTINO,GENERAL,17,555.81,545.59
09DPR2899U,MATUTINO,GENERAL,17,544.9,573.06
09DPR2900T,MATUTINO,GENERAL,22,527.24,540.78
09DPR2903Q,VESPERTINO,GENERAL,18,508.92,438.18
09DPR2904P,MATUTINO,GENERAL,18,544.38,562.53
09DPR2905O,MATUTINO,GENERAL,26,541.63,626.57
09DPR2906N,MATUTINO,GENERAL,26,539.1,588.37
09DPR2907M,MATUTINO,GENERAL,18,554.04,545.59
09DPR2908L,MATUTINO,GENERAL,18,509.84,555.44
09DPR2909K,MATUTINO,GENERAL,18,571.78,578.44
09DPR2910Z,VESPERTINO,GENERAL,18,554.77,568.07
09DPR2911Z,VESPERTINO,GENERAL,18,552.1,468.98
09DPR2912Y,VESPERTINO,GENERAL,18,506.17,513.48
09DPR2913X,MATUTINO,GENERAL,18,561.77,571.16
09DPR2914W,MATUTINO,GENERAL,18,476.62,523.01
09DPR2915V,MATUTINO,GENERAL,18,525.82,503.65
09DPR2916U,VESPERTINO,GENERAL,18,554.57,561.01
09DPR2917T,VESPERTINO,GENERAL,18,499.47,510.76
09DPR2918S,MATUTINO,GENERAL,18,529.91,521.06
09DPR2919R,VESPERTINO,GENERAL,18,489.79,528.23
09DPR2920G,MATUTINO,GENERAL,18,524.83,533.63
09DPR2921F,MATUTINO,GENERAL,18,556.07,568.8
09DPR2922E,VESPERTINO,GENERAL,18,542.67,530.72
09DPR2923D,MATUTINO,GENERAL,23,558.89,512.5
09DPR2924C,VESPERTINO,GENERAL,22,519.79,549.88
09DPR2925B,VESPERTINO,GENERAL,21,506.87,553.44
09DPR2926A,MATUTINO,GENERAL,18,539.62,556.46
09DPR2927Z,VESPERTINO,GENERAL,24,629.21,611.38
09DPR2930N,VESPERTINO,GENERAL,3,526.72,516.51
09DPR2932L,MATUTINO,GENERAL,3,545.31,524.58
09DPR2933K,MATUTINO,GENERAL,18,541.33,535.91
09DPR2934J,MATUTINO,GENERAL,19,512.89,529.69
09DPR2935I,MATUTINO,GENERAL,18,573.84,580.89
09DPR2936H,VESPERTINO,GENERAL,18,483.88,552.14
09DPR2937G,VESPERTINO,GENERAL,18,545.04,555.67
09DPR2939E,VESPERTINO,GENERAL,18,523.03,551.68
09DPR2940U,MATUTINO,GENERAL,18,558.34,552.59
09DPR2942S,MATUTINO,GENERAL,18,552.41,517.03
09DPR2943R,MATUTINO,GENERAL,17,567.08,600.94
09DPR2944Q,MATUTINO,GENERAL,27,575.34,555.85
09DPR2945P,VESPERTINO,GENERAL,3,515.26,533.89
09DPR2946O,MATUTINO,GENERAL,22,537.97,536.95
09DPR2947N,MATUTINO,GENERAL,18,526.59,526.37
09DPR2948M,MATUTINO,GENERAL,18,593.67,588.49
09DPR2949L,VESPERTINO,GENERAL,23,545.42,591.67
09DPR2950A,VESPERTINO,GENERAL,15,548.14,509.44
09DPR2951Z,VESPERTINO,GENERAL,19,506.78,526.62
09DPR2952Z,VESPERTINO,GENERAL,20,487.35,530.56
09DPR2953Y,MATUTINO,GENERAL,22,531.06,544.54
09DPR2954X,MATUTINO,GENERAL,16,532.39,512.71
09DPR2955W,MATUTINO,GENERAL,18,527.87,581.85
09DPR2956V,MATUTINO,GENERAL,3,516.25,535.57
09DPR2958T,MATUTINO,GENERAL,18,695.23,585.55
09DPR2959S,VESPERTINO,GENERAL,3,457.01,482.63
09DPR2961G,VESPERTINO,GENERAL,20,529.21,534.74
09DPR2962F,VESPERTINO,GENERAL,18,470.6,494.59
09DPR2963E,VESPERTINO,GENERAL,16,646.72,606.42
09DPR2964D,MATUTINO,GENERAL,16,560.53,625.04
09DPR2965C,MATUTINO,GENERAL,16,532.1,589.23
09DPR2966B,MATUTINO,GENERAL,16,533.81,568.91
09DPR2967A,MATUTINO,GENERAL,16,517.22,545.02
09DPR2968Z,VESPERTINO,GENERAL,18,551.39,543.18
09DPR2969Z,VESPERTINO,GENERAL,24,542.64,564.29
09DPR2970O,MATUTINO,GENERAL,3,564.03,618.09
09DPR2971N,VESPERTINO,GENERAL,18,573.45,588.69
09DPR2973L,MATUTINO,GENERAL,3,561.45,556.79
09DPR2974K,MATUTINO,GENERAL,3,558.26,566.01
09DPR2975J,VESPERTINO,GENERAL,17,622.45,545.98
09DPR2976I,MATUTINO,GENERAL,15,531.29,573.94
09DPR2977H,MATUTINO,GENERAL,16,497.9,605.34
09DPR2978G,VESPERTINO,GENERAL,23,545,463.55
09DPR2979F,VESPERTINO,GENERAL,16,542.94,526.67
09DPR2980V,MATUTINO,GENERAL,17,569.44,538.96
09DPR2981U,VESPERTINO,GENERAL,18,539.65,529.7
09DPR2982T,VESPERTINO,GENERAL,16,536.35,563.03
09DPR2983S,MATUTINO,GENERAL,24,536.29,555.85
09DPR2984R,VESPERTINO,GENERAL,18,581.03,552.2
09DPR2986P,MATUTINO,GENERAL,16,593.48,612.88
09DPR2987O,VESPERTINO,GENERAL,22,524.64,518.22
09DPR2988N,VESPERTINO,GENERAL,15,498.51,559.17
09DPR2989M,VESPERTINO,GENERAL,13,511.12,547.86
09DPR2990B,VESPERTINO,GENERAL,15,469.35,542.86
09DPR2991A,MATUTINO,GENERAL,16,565.63,527.29
09DPR2995X,MATUTINO,GENERAL,18,523.7,550.77
09DPR2996W,MATUTINO,GENERAL,18,532.5,522.94
09DPR2997V,VESPERTINO,GENERAL,15,499.34,482.93
09DPR2999T,MATUTINO,GENERAL,3,535.99,542.93
09DPR3000I,MATUTINO,GENERAL,18,541.86,549.3
09DPR3001H,VESPERTINO,GENERAL,20,512.73,515.31
09DPR3002G,VESPERTINO,GENERAL,21,521.87,514.32
09DPR3003F,MATUTINO,GENERAL,21,520.42,518.45
09DPR3004E,VESPERTINO,GENERAL,21,451.73,474.77
09DPR3005D,VESPERTINO,GENERAL,21,530.58,518.33
09DPR3006C,MATUTINO,GENERAL,21,541.38,545.61
09DPR3007B,VESPERTINO,GENERAL,23,547.82,618.33
09DPR3008A,MATUTINO,GENERAL,18,500.91,557.09
09DPR3010P,VESPERTINO,GENERAL,22,530.96,518.64
09DPR3012N,MATUTINO,GENERAL,16,599.17,562.02
09DPR3013M,VESPERTINO,GENERAL,3,511.73,645.88
09DPR3014L,MATUTINO,GENERAL,22,555.17,577.14
09DPR3015K,VESPERTINO,GENERAL,16,523.64,550.44
09DPR3018H,VESPERTINO,GENERAL,19,505.03,530.46
09DPR3020W,MATUTINO,GENERAL,16,537.79,542.19
09DPR3022U,MATUTINO,GENERAL,18,595.27,579.24
09DPR3023T,VESPERTINO,GENERAL,18,577,570.79
09DPR3024S,VESPERTINO,GENERAL,18,458.76,531.66
09DPR3026Q,MATUTINO,GENERAL,21,550.9,598.22
09DPR3027P,MATUTINO,GENERAL,23,596.01,557.53
09DPR3029N,MATUTINO,GENERAL,13,626.69,600.09
09DPR3030C,MATUTINO,GENERAL,13,602.15,531.78
09DPR3031B,VESPERTINO,GENERAL,18,488.35,523.96
09DPR3032A,VESPERTINO,GENERAL,18,509.83,578.51
09DPR3033Z,MATUTINO,GENERAL,16,567.37,604.11
09DPR3034Z,MATUTINO,GENERAL,16,568.35,555.73
09DPR3035Y,MATUTINO,GENERAL,26,615,607.71
09DPR3037W,VESPERTINO,GENERAL,13,559,520.71
09DPR3038V,VESPERTINO,GENERAL,24,526.88,511.09
09DPR3039U,VESPERTINO,GENERAL,18,506.92,525.22
09DPR3040J,VESPERTINO,GENERAL,22,501.18,533.27
09DPR3041I,VESPERTINO,GENERAL,18,473.63,501.39
09DPR3042H,VESPERTINO,GENERAL,18,501.12,537.23
09DPR3043G,MATUTINO,GENERAL,16,538.89,542.61
09DPR3044F,VESPERTINO,GENERAL,16,525.49,567.5
09DPR3045E,MATUTINO,GENERAL,18,543.96,528.02
09DPR3046D,MATUTINO,GENERAL,16,537.19,570.84
09DPR3047C,VESPERTINO,GENERAL,16,577.34,554.53
09DPR3048B,VESPERTINO,GENERAL,16,490.29,535.28
09DPR3049A,VESPERTINO,GENERAL,18,479.34,548.64
09DPR3051P,MATUTINO,GENERAL,16,530.31,576.51
09DPR3052O,VESPERTINO,GENERAL,24,491.82,554.24
09DPR3054M,MATUTINO,GENERAL,25,580.08,550.52
09DPR3055L,VESPERTINO,GENERAL,16,550.9,541.3
09DPR3056K,MATUTINO,GENERAL,16,542.56,566.38
09DPR3058I,MATUTINO,GENERAL,18,531.15,597.92
09DPR3063U,MATUTINO,GENERAL,16,523.88,513.09
09DPR3064T,VESPERTINO,GENERAL,3,542.21,514.29
09DPR3065S,MATUTINO,GENERAL,16,497.15,507.76
09DPR3073A,MATUTINO,GENERAL,21,496.01,494
09DPR3074Z,MATUTINO,GENERAL,18,536.96,547.42
09DPR3075Z,VESPERTINO,GENERAL,16,510.57,503.57
09DPR3076Y,MATUTINO,GENERAL,16,589.45,593.12
09DPR3079V,VESPERTINO,GENERAL,28,557.12,571.35
09DPR3081J,VESPERTINO,GENERAL,18,508.12,555.45
09DPR3082I,MATUTINO,GENERAL,28,571.77,539.81
09DPR3086E,MATUTINO,GENERAL,28,616.21,533.7
09DPR3089B,VESPERTINO,GENERAL,3,502.86,577
09DPR3090R,MATUTINO,GENERAL,16,573.91,568.1
09DPR3091Q,MATUTINO,GENERAL,23,562.12,530.18
09DPR3092P,VESPERTINO,GENERAL,16,490.09,515.39
09DPR3093O,MATUTINO,GENERAL,23,538.66,588.72
09DPR3094N,VESPERTINO,GENERAL,23,551.94,579.26
09DPR3095M,MATUTINO,GENERAL,19,577.25,574.66
09DPR3096L,VESPERTINO,GENERAL,22,552.25,537.04
09DPR3099I,VESPERTINO,GENERAL,18,491.81,478.12
09DPR3101G,MATUTINO,GENERAL,16,600.82,560.95
09DPR3102F,MATUTINO,GENERAL,13,570.79,570.64
09DPR3103E,MATUTINO,GENERAL,15,552.28,562.83
09DPR3104D,VESPERTINO,GENERAL,18,574.37,549.59
09DPR3105C,MATUTINO,GENERAL,15,537.35,512.35
09DPR3106B,VESPERTINO,GENERAL,24,485.02,519.06
09DPR3108Z,MATUTINO,GENERAL,18,570.96,567.81
09DPR3109Z,MATUTINO,GENERAL,3,534.66,523.04
09DPR3118G,VESPERTINO,GENERAL,20,528.73,505.38
09DPR3119F,VESPERTINO,GENERAL,22,501.42,541.73
09DPR3120V,MATUTINO,GENERAL,3,509.1,511.21
09DPR3122T,VESPERTINO,GENERAL,24,554.86,513.33
09DPR3123S,MATUTINO,GENERAL,22,550.47,555.03
09DPR3125Q,MATUTINO,GENERAL,16,526.13,559.28
09DPR3126P,MATUTINO,GENERAL,18,583.7,502.46
09DPR3127O,MATUTINO,GENERAL,20,523.55,570.08
09DPR3128N,VESPERTINO,GENERAL,20,538.64,545.5
09DPR3131A,MATUTINO,GENERAL,26,544.26,579.47
09DPR3132Z,MATUTINO,GENERAL,26,582.43,583.03
09DPR3133Z,MATUTINO,GENERAL,28,501.83,493.05
09DPR3135X,VESPERTINO,GENERAL,26,520.82,555.87
09DPR3137V,MATUTINO,GENERAL,18,537.28,564.65
09DPR3138U,MATUTINO,GENERAL,18,545.58,550.03
09DPR3139T,MATUTINO,GENERAL,13,487.46,572.55
09DPR3140I,MATUTINO,GENERAL,13,592.3,571.93
09DPR3144E,VESPERTINO,GENERAL,21,485.75,495.95
09DPR3145D,MATUTINO,GENERAL,23,523.02,547.88
09DPR3147B,MATUTINO,GENERAL,3,517.99,517.38
09DPR3149Z,MATUTINO,GENERAL,17,527.75,539.09
09DPR3150P,MATUTINO,GENERAL,17,530.02,583.23
