clave,turno,tipo,mun,esp_3,esp_6
09DPR1273L,VESPERTINO,GENERAL,18,498.99,521.52
09DPR1274K,MATUTINO,GENERAL,18,556.09,563.75
09DPR1275J,VESPERTINO,GENERAL,18,522.87,576.5
09DPR1276I,MATUTINO,GENERAL,18,567.99,588.99
09DPR1278G,MATUTINO,GENERAL,25,577.31,590.9
09DPR1280V,MATUTINO,GENERAL,18,598.4,570.5
09DPR1283S,MATUTINO,GENERAL,25,580.37,575.21
09DPR1284R,MATUTINO,GENERAL,25,615.89,603.4
09DPR1286P,MATUTINO,GENERAL,18,588.07,514.15
09DPR1287O,VESPERTINO,GENERAL,18,688.9,596.05
09DPR1289M,MATUTINO,GENERAL,17,565.66,551.65
09DPR1290B,MATUTINO,GENERAL,25,580.62,562.75
09DPR1293Z,MATUTINO,GENERAL,18,509.71,510.23
09DPR1294Y,VESPERTINO,GENERAL,18,464.02,571.35
09DPR1295X,MATUTINO,GENERAL,18,524.9,542.18
09DPR1296W,VESPERTINO,GENERAL,18,524.82,536.99
09DPR1298U,MATUTINO,GENERAL,25,544,585.44
09DPR1299T,VESPERTINO,GENERAL,18,575.22,561
09DPR1300S,MATUTINO,GENERAL,18,514.78,568.38
09DPR1301R,MATUTINO,GENERAL,25,593.84,603.55
09DPR1303P,VESPERTINO,GENERAL,18,523.81,538.49
09DPR1306M,MATUTINO,GENERAL,18,606.94,551.35
09DPR1307L,MATUTINO,GENERAL,18,555.73,568.83
09DPR1308K,MATUTINO,GENERAL,18,601.65,578.32
09DPR1309J,MATUTINO,GENERAL,18,549.17,530.67
09DPR1310Z,VESPERTINO,GENERAL,18,443.99,565.52
09DPR1313W,VESPERTINO,GENERAL,18,513.99,501.18
09DPR1314V,MATUTINO,GENERAL,25,583.64,611.37
09DPR1315U,MATUTINO,GENERAL,18,503.33,538.65
09DPR1316T,MATUTINO,GENERAL,18,528.22,549.45
09DPR1317S,VESPERTINO,GENERAL,16,630.55,554.49
09DPR1318R,MATUTINO,GENERAL,16,588.27,565.3
09DPR1319Q,MATUTINO,GENERAL,26,548.13,548.41
09DPR1320F,MATUTINO,GENERAL,18,501.48,537.36
09DPR1321E,MATUTINO,GENERAL,18,536.19,547.67
09DPR1322D,VESPERTINO,GENERAL,18,481.56,489.97
09DPR1323C,MATUTINO,GENERAL,25,597.82,530.08
09DPR1324B,VESPERTINO,GENERAL,18,563.72,561.96
09DPR1325A,MATUTINO,GENERAL,25,582.35,597.59
09DPR1327Z,MATUTINO,GENERAL,18,546.26,537.11
09DPR1330M,VESPERTINO,GENERAL,18,501.08,519.11
09DPR1332K,MATUTINO,GENERAL,18,520.11,565.45
09DPR1333J,MATUTINO,GENERAL,16,575.3,593.89
09DPR1335H,MATUTINO,GENERAL,26,556.52,549.8
09DPR1338E,MATUTINO,GENERAL,26,557.78,518.92
09DPR1339D,VESPERTINO,GENERAL,13,458.74,527.82
09DPR1340T,MATUTINO,GENERAL,13,547.29,556.14
09DPR1341S,VESPERTINO,GENERAL,13,606.56,579.82
09DPR1344P,MATUTINO,GENERAL,16,536.63,505.36
09DPR1346N,MATUTINO,GENERAL,16,559.2,585.36
09DPR1347M,MATUTINO,GENERAL,16,553.3,592.27
09DPR1349K,MATUTINO,GENERAL,16,544.47,554.04
09DPR1351Z,MATUTINO,GENERAL,16,551.5,494.86
09DPR1353X,VESPERTINO,GENERAL,16,587.84,593.3
09DPR1354W,MATUTINO,GENERAL,16,528.77,546.12
09DPR1355V,MATUTINO,GENERAL,16,516.81,552.21
09DPR1358S,MATUTINO,GENERAL,16,586.83,619.29
09DPR1360G,MATUTINO,GENERAL,16,482.73,541.66
09DPR1361F,MATUTINO,GENERAL,16,571.12,588.39
09DPR1362E,MATUTINO,GENERAL,16,534.94,540.26
09DPR1363D,VESPERTINO,GENERAL,16,485.2,453.9
09DPR1365B,MATUTINO,GENERAL,16,574.49,578.04
09DPR1366A,MATUTINO,GENERAL,16,585.27,614.1
09DPR1368Z,MATUTINO,GENERAL,16,574.22,579.35
09DPR1369Y,VESPERTINO,GENERAL,16,546.79,566.31
09DPR1370N,MATUTINO,GENERAL,16,521.64,503.07
09DPR1371M,VESPERTINO,GENERAL,16,646.44,589.2
09DPR1372L,VESPERTINO,GENERAL,16,527.24,521.93
09DPR1373K,MATUTINO,GENERAL,16,585.72,580.5
09DPR1375I,MATUTINO,GENERAL,16,565.49,552.4
09DPR1377G,MATUTINO,GENERAL,16,550.04,527.24
09DPR1379E,MATUTINO,GENERAL,16,607.14,564.52
09DPR1382S,MATUTINO,GENERAL,16,544.82,498.73
09DPR1383R,MATUTINO,GENERAL,16,544.95,553.34
09DPR1384Q,VESPERTINO,GENERAL,16,524.24,560.38
09DPR1385P,MATUTINO,GENERAL,16,554.09,588.11
09DPR1386O,VESPERTINO,GENERAL,16,552.87,562.15
09DPR1387N,VESPERTINO,GENERAL,16,534.3,550.31
09DPR1388M,VESPERTINO,GENERAL,16,500.44,537.76
09DPR1389L,MATUTINO,GENERAL,16,528.25,540.84
09DPR1390A,MATUTINO,GENERAL,16,530.84,536.89
09DPR1391Z,MATUTINO,GENERAL,16,520.09,500.1
09DPR1392Z,MATUTINO,GENERAL,16,521.43,526.13
09DPR1393Y,VESPERTINO,GENERAL,16,519.05,507.73
09DPR1395W,MATUTINO,GENERAL,16,511.92,497.08
09DPR1396V,VESPERTINO,GENERAL,16,551.2,565.53
09DPR1397U,MATUTINO,GENERAL,16,566.15,540.97
09DPR1399S,VESPERTINO,GENERAL,16,550.16,616.68
09DPR1400R,VESPERTINO,GENERAL,16,490.65,515.28
09DPR1401Q,MATUTINO,GENERAL,16,525.78,534.89
09DPR1402P,VESPERTINO,GENERAL,16,531.76,522.78
09DPR1403O,MATUTINO,GENERAL,16,595.05,575.53
09DPR1404N,MATUTINO,GENERAL,16,587.6,553
09DPR1405M,MATUTINO,GENERAL,16,496.67,482.74
09DPR1406L,MATUTINO,GENERAL,16,528.94,496.3
09DPR1408J,MATUTINO,GENERAL,16,564.74,625.9
09DPR1409I,MATUTINO,GENERAL,16,588.69,537.87
09DPR1411X,VESPERTINO,GENERAL,16,623.72,502.19
09DPR1412W,MATUTINO,GENERAL,16,545.96,539.24
09DPR1413V,MATUTINO,GENERAL,16,461.8,565.77
09DPR1414U,VESPERTINO,GENERAL,16,464.12,508.88
09DPR1415T,VESPERTINO,GENERAL,16,597.43,483.8
09DPR1417R,MATUTINO,GENERAL,16,484.07,535.98
09DPR1418Q,MATUTINO,GENERAL,16,524.95,511
09DPR1419P,VESPERTINO,GENERAL,16,681.96,727.99
09DPR1420E,MATUTINO,GENERAL,16,489.48,589.63
09DPR1421D,MATUTINO,GENERAL,16,525.95,587.48
09DPR1422C,MATUTINO,GENERAL,16,555.67,600.63
09DPR1424A,MATUTINO,GENERAL,16,555.4,582.41
09DPR1425Z,VESPERTINO,GENERAL,16,547.83,540.14
09DPR1426Z,VESPERTINO,GENERAL,16,481.82,489.6
09DPR1429W,VESPERTINO,GENERAL,16,597.43,481.87
09DPR1430L,VESPERTINO,GENERAL,16,545.4,520.47
09DPR1431K,MATUTINO,GENERAL,16,584.91,550.37
09DPR1432J,MATUTINO,GENERAL,16,545.35,546.95
09DPR1433I,MATUTINO,GENERAL,16,535.27,578.7
09DPR1434H,MATUTINO,GENERAL,16,506.94,552.51
09DPR1437E,VESPERTINO,GENERAL,16,546.16,479.26
09DPR1438D,VESPERTINO,GENERAL,16,515.15,507.02
09DPR1439C,MATUTINO,GENERAL,16,528.69,532.1
09DPR1440S,MATUTINO,GENERAL,16,505.53,539.25
09DPR1441R,MATUTINO,GENERAL,16,567.56,529.27
09DPR1442Q,VESPERTINO,GENERAL,16,538.36,566.46
09DPR1443P,MATUTINO,GENERAL,16,538.86,541.1
09DPR1444O,VESPERTINO,GENERAL,16,520.88,547.86
09DPR1445N,MATUTINO,GENERAL,16,581.23,581.19
09DPR1447L,VESPERTINO,GENERAL,16,512.68,521.41
09DPR1448K,VESPERTINO,GENERAL,16,516.12,457.69
09DPR1449J,MATUTINO,GENERAL,16,546.87,577.82
09DPR1450Z,MATUTINO,GENERAL,16,605.81,531.52
09DPR1451Y,MATUTINO,GENERAL,26,516.08,492.62
09DPR1452X,MATUTINO,GENERAL,16,542.65,581.59
09DPR1454V,MATUTINO,GENERAL,16,585.01,584.78
09DPR1456T,VESPERTINO,GENERAL,16,531.54,503.69
09DPR1458R,MATUTINO,GENERAL,16,541.11,534.36
09DPR1459Q,MATUTINO,GENERAL,16,538.21,536.18
09DPR1460F,MATUTINO,GENERAL,16,582.66,570.33
09DPR1462D,VESPERTINO,GENERAL,16,531.4,513.98
09DPR1463C,VESPERTINO,GENERAL,16,486.07,531.98
09DPR1464B,MATUTINO,GENERAL,16,528.01,504.09
09DPR1465A,MATUTINO,GENERAL,27,559.96,567.93
09DPR1466Z,MATUTINO,GENERAL,16,532.84,543.79
09DPR1468Y,MATUTINO,GENERAL,16,530.62,573.13
09DPR1470M,MATUTINO,GENERAL,16,554.01,566.88
09DPR1473J,VESPERTINO,GENERAL,21,544.78,521.12
09DPR1474I,MATUTINO,GENERAL,16,535.35,567.11
09DPR1475H,VESPERTINO,GENERAL,16,591.84,457.88
09DPR1476G,MATUTINO,GENERAL,16,538.87,555.49
09DPR1477F,MATUTINO,GENERAL,21,566.25,586.26
09DPR1479D,MATUTINO,GENERAL,21,525.43,541.54
09DPR1480T,MATUTINO,GENERAL,16,548.3,568.33
09DPR1481S,VESPERTINO,GENERAL,15,551.74,516.19
09DPR1482R,MATUTINO,GENERAL,19,586.98,602.52
09DPR1485O,VESPERTINO,GENERAL,16,533.11,512.77
09DPR1486N,MATUTINO,GENERAL,16,563.62,537.96
09DPR1487M,VESPERTINO,GENERAL,16,541.04,499.38
09DPR1488L,VESPERTINO,GENERAL,16,531.93,502.85
09DPR1489K,MATUTINO,GENERAL,16,525.52,539.96
09DPR1490Z,MATUTINO,GENERAL,16,531.88,539.44
09DPR1493X,MATUTINO,GENERAL,16,527.3,527.88
09DPR1495V,MATUTINO,GENERAL,16,570.33,622.14
09DPR1496U,MATUTINO,GENERAL,16,641.35,557.71
09DPR1498S,VESPERTINO,GENERAL,16,512.95,518.77
09DPR1499R,MATUTINO,GENERAL,16,514.73,540.83
09DPR1501P,MATUTINO,GENERAL,23,559.51,516.42
09DPR1502O,VESPERTINO,GENERAL,23,544.78,587.29
09DPR1503N,MATUTINO,GENERAL,26,563.85,579.16
09DPR1504M,MATUTINO,GENERAL,21,487.47,537.3
09DPR1506K,MATUTINO,GENERAL,16,698.66,728.08
09DPR1507J,MATUTINO,GENERAL,16,562.98,575.28
09DPR1508I,MATUTINO,GENERAL,16,523.81,580.18
09DPR1510X,MATUTINO,GENERAL,16,575.58,577.33
09DPR1513U,MATUTINO,GENERAL,16,534.15,562.5
09DPR1515S,MATUTINO,GENERAL,16,529.18,560.36
09DPR1516R,MATUTINO,GENERAL,16,558.91,575.97
09DPR1517Q,MATUTINO,GENERAL,16,556.37,533.52
09DPR1518P,VESPERTINO,GENERAL,16,531.66,483.55
09DPR1521C,MATUTINO,GENERAL,16,529.65,509.12
09DPR1522B,MATUTINO,GENERAL,16,573.03,543.82
09DPR1523A,MATUTINO,GENERAL,16,547.49,578.92
09DPR1525Z,VESPERTINO,GENERAL,16,571.33,508.21
09DPR1526Y,VESPERTINO,GENERAL,16,441.22,483.89
09DPR1527X,VESPERTINO,GENERAL,21,486.2,545.19
09DPR1528W,MATUTINO,GENERAL,16,506.08,559.51
09DPR1529V,VESPERTINO,GENERAL,16,502.91,555.59
09DPR1530K,VESPERTINO,GENERAL,16,578.15,651.13
09DPR1531J,MATUTINO,GENERAL,16,561.33,576.28
09DPR1532I,MATUTINO,GENERAL,16,516.33,566.89
09DPR1533H,VESPERTINO,GENERAL,16,441.32,487.77
09DPR1534G,MATUTINO,GENERAL,16,549.92,542.11
09DPR1535F,MATUTINO,GENERAL,16,512.34,509.47
09DPR1536E,VESPERTINO,GENERAL,16,526.14,599.15
09DPR1537D,MATUTINO,GENERAL,16,519.13,524.97
09DPR1538C,MATUTINO,GENERAL,16,499.33,578.46
09DPR1539B,VESPERTINO,GENERAL,16,509.27,544.58
09DPR1540R,MATUTINO,GENERAL,16,581.48,578.87
09DPR1541Q,VESPERTINO,GENERAL,16,539.8,501.92
09DPR1542P,MATUTINO,GENERAL,16,523.79,554.26
09DPR1544N,MATUTINO,GENERAL,16,563.35,531.54
09DPR1545M,VESPERTINO,GENERAL,16,536.77,516.59
09DPR1546L,MATUTINO,GENERAL,16,558.87,577.54
09DPR1547K,VESPERTINO,GENERAL,16,537.66,533.43
09DPR1548J,MATUTINO,GENERAL,16,581.46,579.84
09DPR1550Y,VESPERTINO,GENERAL,16,622.93,527.05
09DPR1552W,MATUTINO,GENERAL,16,588.17,606.41
09DPR1553V,MATUTINO,GENERAL,16,554.27,609.05
09DPR1555T,MATUTINO,GENERAL,27,549.58,545.29
09DPR1556S,VESPERTINO,GENERAL,16,469.17,512.94
09DPR1557R,VESPERTINO,GENERAL,26,551.28,576.13
09DPR1558Q,MATUTINO,GENERAL,13,580.09,605.85
09DPR1560E,MATUTINO,GENERAL,13,537.03,535.91
09DPR1561D,VESPERTINO,GENERAL,13,606.3,557.74
09DPR1562C,MATUTINO,GENERAL,13,517.07,566.04
09DPR1563B,VESPERTINO,GENERAL,21,632.57,560.6
09DPR1564A,MATUTINO,GENERAL,27,601.61,564.52
09DPR1567Y,MATUTINO,GENERAL,16,482.3,443.36
09DPR1569W,MATUTINO,GENERAL,26,529.14,595.75
09DPR1570L,VESPERTINO,GENERAL,13,526.5,530.57
09DPR1572J,MATUTINO,GENERAL,13,536.87,533.79
09DPR1573I,MATUTINO,GENERAL,16,535.69,538.77
09DPR1574H,MATUTINO,GENERAL,16,531.51,564.19
09DPR1575G,VESPERTINO,GENERAL,16,540.34,437.43
09DPR1576F,VESPERTINO,GENERAL,21,497.88,496
09DPR1579C,MATUTINO,GENERAL,13,458.79,506.07
09DPR1580S,MATUTINO,GENERAL,13,520.98,567.87
09DPR1582Q,VESPERTINO,GENERAL,13,560.26,480.16
09DPR1584O,MATUTINO,GENERAL,13,539.56,558.47
09DPR1585N,MATUTINO,GENERAL,13,482.9,572.12
09DPR1587L,MATUTINO,GENERAL,13,579.21,557.2
09DPR1588K,MATUTINO,GENERAL,16,579.65,542.16
09DPR1589J,VESPERTINO,GENERAL,16,525.99,506.72
09DPR1590Z,MATUTINO,GENERAL,13,568.94,614.14
09DPR1591Y,MATUTINO,GENERAL,13,566.71,517.77
09DPR1593W,MATUTINO,GENERAL,13,553.72,573.41
09DPR1595U,MATUTINO,GENERAL,13,523,516.97
09DPR1596T,MATUTINO,GENERAL,13,562.72,561.71
09DPR1599Q,MATUTINO,GENERAL,13,560.81,579.82
09DPR1600P,MATUTINO,GENERAL,26,565.38,594.12
09DPR1603M,VESPERTINO,GENERAL,13,533.8,480.78
09DPR1604L,MATUTINO,GENERAL,13,579.19,575.81
09DPR1605K,VESPERTINO,GENERAL,13,533.06,557.33
09DPR1606J,MATUTINO,GENERAL,13,524.24,585.34
09DPR1607I,MATUTINO,GENERAL,13,580.09,611.33
09DPR1610W,MATUTINO,GENERAL,13,583.99,555.26
09DPR1613T,MATUTINO,GENERAL,13,571.88,576.18
09DPR1614S,MATUTINO,GENERAL,13,660.92,596.29
09DPR1615R,VESPERTINO,GENERAL,13,507.43,542.06
09DPR1616Q,MATUTINO,GENERAL,13,563.62,545.6
09DPR1617P,MATUTINO,GENERAL,13,569.23,590.08
09DPR1619N,MATUTINO,GENERAL,13,519.85,529.66
09DPR1620C,MATUTINO,GENERAL,13,573.22,533.03
09DPR1621B,MATUTINO,GENERAL,13,546.04,539.99
09DPR1624Z,MATUTINO,GENERAL,13,552.27,559.89
09DPR1625Y,VESPERTINO,GENERAL,13,519.09,544.67
09DPR1626X,MATUTINO,GENERAL,13,552.84,542.31
09DPR1627W,MATUTINO,GENERAL,13,589.19,553.12
09DPR1628V,MATUTINO,GENERAL,13,544.07,547.13
09DPR1629U,MATUTINO,GENERAL,13,568.26,603.17
09DPR1630J,MATUTINO,GENERAL,13,577.6,616.68
09DPR1631I,VESPERTINO,GENERAL,13,546,551.04
09DPR1632H,MATUTINO,GENERAL,13,578.17,577.78
09DPR1633G,MATUTINO,GENERAL,13,569.47,573.85
09DPR1634F,VESPERTINO,GENERAL,13,553.66,546.02
09DPR1635E,MATUTINO,GENERAL,13,527.16,522.62
09DPR1636D,VESPERTINO,GENERAL,13,501.7,511.07
09DPR1637C,VESPERTINO,GENERAL,13,534.16,519.81
09DPR1638B,VESPERTINO,GENERAL,13,537.11,583.21
09DPR1639A,MATUTINO,GENERAL,13,614.23,533.31
09DPR1641P,MATUTINO,GENERAL,13,583.72,588.97
09DPR1642O,MATUTINO,GENERAL,13,588.54,591.55
09DPR1643N,MATUTINO,GENERAL,13,497.34,562.35
09DPR1644M,MATUTINO,GENERAL,13,516.42,579.84
09DPR1646K,VESPERTINO,GENERAL,13,503.78,522.14
09DPR1647J,MATUTINO,GENERAL,13,600.91,635.89
09DPR1648I,MATUTINO,GENERAL,13,557.62,538.49
09DPR1649H,MATUTINO,GENERAL,13,586.89,573.77
09DPR1650X,MATUTINO,GENERAL,13,555.59,589.04
09DPR1652V,MATUTINO,GENERAL,13,562.97,567.8
09DPR1653U,VESPERTINO,GENERAL,13,514.83,569.85
09DPR1654T,MATUTINO,GENERAL,13,530.27,538.99
09DPR1656R,MATUTINO,GENERAL,13,619.34,597.32
09DPR1658P,VESPERTINO,GENERAL,13,514.34,514.71
09DPR1659O,MATUTINO,GENERAL,13,514.77,560.14
09DPR1660D,MATUTINO,GENERAL,13,559.46,532.16
09DPR1665Z,MATUTINO,GENERAL,13,528.96,534.4
09DPR1667X,MATUTINO,GENERAL,13,560.18,592.32
09DPR1673H,MATUTINO,GENERAL,17,536.38,533.8
09DPR1674G,VESPERTINO,GENERAL,17,523.85,493.4
09DPR1675F,MATUTINO,GENERAL,26,576.16,601.74
09DPR1676E,VESPERTINO,GENERAL,26,481.55,491.62
09DPR1677D,VESPERTINO,GENERAL,21,532.88,551.44
09DPR1679B,MATUTINO,GENERAL,27,574.4,564.55
09DPR1680R,MATUTINO,GENERAL,27,537.49,564.93
09DPR1685M,MATUTINO,GENERAL,27,541.04,533.12
09DPR1687K,MATUTINO,GENERAL,27,559.45,561.15
09DPR1688J,MATUTINO,GENERAL,27,594.72,581.73
09DPR1689I,VESPERTINO,GENERAL,27,578.59,507.58
09DPR1691X,MATUTINO,GENERAL,27,613.18,570.75
09DPR1693V,VESPERTINO,GENERAL,27,576.6,447.5
09DPR1695T,MATUTINO,GENERAL,27,568.66,513.44
09DPR1696S,MATUTINO,GENERAL,27,533.42,515.66
09DPR1699P,MATUTINO,GENERAL,21,512.67,496.29
09DPR1701N,MATUTINO,GENERAL,27,564.34,570.6
09DPR1703L,MATUTINO,GENERAL,27,561.83,509.39
09DPR1704K,MATUTINO,GENERAL,27,612.15,487.02
09DPR1707H,MATUTINO,GENERAL,27,518.92,514.19
09DPR1708G,MATUTINO,GENERAL,27,494.03,550.84
09DPR1710V,MATUTINO,GENERAL,27,544.57,604.55
09DPR1712T,MATUTINO,GENERAL,27,544.12,612
09DPR1713S,MATUTINO,GENERAL,27,558.89,582.83
09DPR1714R,VESPERTINO,GENERAL,27,536.84,472.09
09DPR1716P,MATUTINO,GENERAL,27,588.23,554.42
09DPR1717O,MATUTINO,GENERAL,27,520.41,543.08
09DPR1719M,VESPERTINO,GENERAL,27,526.77,536.98
09DPR1720B,MATUTINO,GENERAL,27,524.4,545.41
09DPR1721A,MATUTINO,GENERAL,27,562.05,542.34
09DPR1724Y,VESPERTINO,GENERAL,27,487.57,479.71
09DPR1725X,MATUTINO,GENERAL,27,570.33,515.89
09DPR1726W,MATUTINO,GENERAL,27,536.96,524.95
09DPR1727V,VESPERTINO,GENERAL,21,546.18,579.9
09DPR1728U,VESPERTINO,GENERAL,27,618.4,482.21
09DPR1729T,VESPERTINO,GENERAL,27,487.06,565.05
09DPR1730I,MATUTINO,GENERAL,27,505.36,510.99
09DPR1732G,MATUTINO,GENERAL,27,559.92,563.29
09DPR1733F,MATUTINO,GENERAL,27,505.72,549.44
09DPR1734E,MATUTINO,GENERAL,27,611.55,493.02
09DPR1735D,MATUTINO,GENERAL,27,566.63,514.51
09DPR1736C,VESPERTINO,GENERAL,27,460.96,570.62
09DPR1737B,MATUTINO,GENERAL,27,508.91,504.22
09DPR1738A,VESPERTINO,GENERAL,23,584.39,533.08
09DPR1740P,MATUTINO,GENERAL,27,510.67,545.05
09DPR1741O,MATUTINO,GENERAL,21,550.98,546.38
09DPR1748H,MATUTINO,GENERAL,27,504.86,575.03
09DPR1750W,MATUTINO,GENERAL,21,525.52,498.78
09DPR1751V,MATUTINO,GENERAL,27,524.93,527.64
09DPR1752U,MATUTINO,GENERAL,27,557.95,556.54
09DPR1754S,MATUTINO,GENERAL,27,545.45,593.01
09DPR1755R,VESPERTINO,GENERAL,21,502.55,505.1
09DPR1756Q,MATUTINO,GENERAL,21,537.93,500.77
09DPR1757P,VESPERTINO,GENERAL,21,476.52,542.6
09DPR1758O,MATUTINO,GENERAL,23,569.83,529.67
09DPR1760C,VESPERTINO,GENERAL,23,521.6,521.84
09DPR1761B,MATUTINO,GENERAL,21,509.84,525.61
09DPR1767W,MATUTINO,GENERAL,27,515.39,541.31
09DPR1768V,VESPERTINO,GENERAL,25,518.73,508.18
09DPR1769U,MATUTINO,GENERAL,21,555.28,538.85
09DPR1770J,VESPERTINO,GENERAL,21,534.46,457.51
09DPR1771I,MATUTINO,GENERAL,27,598.49,561.14
09DPR1772H,VESPERTINO,GENERAL,27,517.54,476.15
09DPR1773G,MATUTINO,GENERAL,27,581.45,577.97
09DPR1774F,MATUTINO,GENERAL,27,568.6,520.73
09DPR1775E,VESPERTINO,GENERAL,27,611.35,568.05
09DPR1777C,MATUTINO,GENERAL,18,580.72,571.41
09DPR1779A,MATUTINO,GENERAL,15,517.86,575.83
09DPR1781P,MATUTINO,GENERAL,15,537.82,586.06
09DPR1782O,VESPERTINO,GENERAL,15,505.12,500.7
09DPR1783N,MATUTINO,GENERAL,21,529.67,562.63
09DPR1784M,MATUTINO,GENERAL,21,531.2,547.5
09DPR1785L,MATUTINO,GENERAL,21,521.75,538.84
09DPR1786K,MATUTINO,GENERAL,15,597.34,555.63
09DPR1787J,MATUTINO,GENERAL,18,582.71,576.9
09DPR1788I,VESPERTINO,GENERAL,21,528.62,590.24
09DPR1789H,MATUTINO,GENERAL,21,556.17,575.67
09DPR1790X,VESPERTINO,GENERAL,21,652.59,535.15
09DPR1791W,MATUTINO,GENERAL,15,524.21,527.81
09DPR1792V,MATUTINO,GENERAL,27,563.94,598.71
09DPR1793U,VESPERTINO,GENERAL,27,608.72,572.04
09DPR1795S,MATUTINO,GENERAL,21,563,578.23
09DPR1796R,VESPERTINO,GENERAL,15,548.8,508.67
09DPR1797Q,MATUTINO,GENERAL,21,518.98,520.44
09DPR1799O,VESPERTINO,GENERAL,19,539.71,470.92
09DPR1800N,MATUTINO,GENERAL,27,532.48,584.58
09DPR1802L,MATUTINO,GENERAL,18,606.95,604.98
09DPR1804J,MATUTINO,GENERAL,27,582.87,597.94
09DPR1807G,MATUTINO,GENERAL,27,503.79,508.36
09DPR1808F,VESPERTINO,GENERAL,21,529.69,559.59
09DPR1809E,MATUTINO,GENERAL,18,570.71,617.58
09DPR1810U,MATUTINO,GENERAL,21,562.59,556.51
09DPR1811T,MATUTINO,GENERAL,21,566.65,597.22
09DPR1812S,MATUTINO,GENERAL,21,497.94,559.75
09DPR1813R,VESPERTINO,GENERAL,21,517.76,578.47
09DPR1815P,VESPERTINO,GENERAL,21,515.8,536.11
09DPR1816O,MATUTINO,GENERAL,21,516.49,536.07
09DPR1818M,MATUTINO,GENERAL,27,490.49,614.44
09DPR1819L,MATUTINO,GENERAL,15,554.38,566.53
09DPR1822Z,MATUTINO,GENERAL,15,603.94,548.35
09DPR1823Y,MATUTINO,GENERAL,21,554.4,548.1
09DPR1824X,VESPERTINO,GENERAL,21,566.28,554.8
09DPR1825W,MATUTINO,GENERAL,27,555.54,537.26
09DPR1827U,MATUTINO,GENERAL,15,518.43,509.66
09DPR1828T,VESPERTINO,GENERAL,15,497.23,549.73
09DPR1829S,MATUTINO,GENERAL,21,587.05,564.01
09DPR1831G,MATUTINO,GENERAL,15,560.14,537.76
09DPR1832F,MATUTINO,GENERAL,21,556.24,582.26
09DPR1833E,MATUTINO,GENERAL,25,594.13,583.81
09DPR1834D,MATUTINO,GENERAL,21,511.45,549.04
09DPR1836B,MATUTINO,GENERAL,3,531.61,552.1
09DPR1837A,MATUTINO,GENERAL,18,550.27,560.24
09DPR1839Z,MATUTINO,GENERAL,27,600.37,608.49
09DPR1840O,VESPERTINO,GENERAL,27,545.64,570.86
09DPR1842M,MATUTINO,GENERAL,21,480.89,523.98
09DPR1844K,MATUTINO,GENERAL,25,607.44,554.79
09DPR1846I,MATUTINO,GENERAL,25,589.39,607.92
09DPR1849F,MATUTINO,GENERAL,21,582.54,596.48
09DPR1850V,MATUTINO,GENERAL,21,540.65,563.64
09DPR1851U,MATUTINO,GENERAL,21,573.03,558.52
09DPR1852T,VESPERTINO,GENERAL,21,556.16,588.58
09DPR1854R,MATUTINO,GENERAL,21,587.7,601.78
09DPR1855Q,MATUTINO,GENERAL,21,579.44,563.65
09DPR1856P,MATUTINO,GENERAL,25,573.14,617.32
09DPR1857O,VESPERTINO,GENERAL,21,492.03,492.82
09DPR1858N,MATUTINO,GENERAL,21,536.42,534.67
09DPR1861A,MATUTINO,GENERAL,25,574.55,538.87
09DPR1862Z,MATUTINO,GENERAL,27,587.46,579.56
09DPR1863Z,MATUTINO,GENERAL,23,537.7,571.45
09DPR1864Y,VESPERTINO,GENERAL,21,639.39,493.15
09DPR1865X,MATUTINO,GENERAL,21,524.68,549.41
09DPR1866W,MATUTINO,GENERAL,25,564.74,584.5
09DPR1867V,VESPERTINO,GENERAL,25,577.65,657.9
09DPR1868U,MATUTINO,GENERAL,21,540.78,526.39
09DPR1869T,MATUTINO,GENERAL,25,516.41,527.42
09DPR1870I,MATUTINO,GENERAL,21,537.81,554.77
09DPR1872G,MATUTINO,GENERAL,25,553.3,544.39
09DPR1874E,VESPERTINO,GENERAL,21,511.94,513.63
09DPR1875D,MATUTINO,GENERAL,21,571.94,527.25
09DPR1876C,MATUTINO,GENERAL,25,553.82,608.28
09DPR1881O,VESPERTINO,GENERAL,21,501.77,497.44
09DPR1882N,MATUTINO,GENERAL,21,552.53,547.67
09DPR1883M,MATUTINO,GENERAL,19,539.15,575.89
09DPR1884L,MATUTINO,GENERAL,21,536.26,549.34
09DPR1885K,MATUTINO,GENERAL,21,571.34,566.27
09DPR1886J,VESPERTINO,GENERAL,21,569.8,520.18
09DPR1887I,MATUTINO,GENERAL,19,555.57,533.04
09DPR1888H,MATUTINO,GENERAL,19,547.31,582.6
09DPR1889G,VESPERTINO,GENERAL,19,554.61,481.73
09DPR1891V,VESPERTINO,GENERAL,19,518.64,565.15
09DPR1892U,MATUTINO,GENERAL,19,552.35,575.74
09DPR1894S,VESPERTINO,GENERAL,21,537.7,558.39
09DPR1895R,MATUTINO,GENERAL,21,525.98,558.2
09DPR1896Q,MATUTINO,GENERAL,19,526.54,536.06
09DPR1897P,VESPERTINO,GENERAL,19,527.11,539.03
09DPR1899N,MATUTINO,GENERAL,21,552.01,555.47
09DPR1900M,MATUTINO,GENERAL,21,560.6,520.57
09DPR1901L,VESPERTINO,GENERAL,21,554.2,552.34
09DPR1902K,MATUTINO,GENERAL,3,543.16,595.16
